GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
8,27,6,13,3,3.25,3.43,19,126,7,23,39,4,13,16,21700,31,0
1,3,0,1,15,25,16.67,18,44,12,29,33,6,6,13,37700,39,0
2,3,0,1,20,12.5,15,18,69,10,22,36,4,4,12,85800,40,72238
4,12,2,7,10,9.25,8.33,18,64,13,34,52,6,16,21,74900,45,47713
2,2,1,1,25,25,25,18,32,13,28,25,6,13,11,53200,65,47713
1,7,1,1,20,20,16.86,25,57,9,21,42,4,9,8,74900,45,47713
2,4,1,2,15,12.5,11.25,26,43,10,28,32,4,13,13,75900,54,62389
4,14,2,6,10,11.25,9.07,15,80,13,34,61,6,16,23,80700,40,47863
4,17,4,15,15,14,9.53,25,124,11,31,71,6,17,32,80700,40,47863
3,9,0,4,10,13.33,13.33,15,105,13,30,62,5,5,25,86600,32,76021
2,5,0,1,15,13.5,10.4,23,63,12,28,44,6,6,16,58400,43,38758
3,9,2,5,12,11.33,7.44,18,91,13,32,56,6,15,21,54200,29,49682
4,6,1,2,10,10.5,9,18,44,13,33,37,6,15,15,0,39,0
3,15,2,11,21,16.33,11.53,15,128,13,33,74,6,15,32,92600,36,43004
8,9,3,3,18,15.88,15.78,15,33,29,48,48,7,16,14,70000,36,44295
5,9,4,5,10,7,7.22,16,55,14,35,46,6,16,18,62500,34,40909
9,30,5,9,7,5.78,5.1,11,64,24,46,85,10,21,32,64600,27,40909
8,22,5,14,15,14,10.36,22,105,13,34,73,6,17,28,71600,65,56353
3,16,1,6,10,12,8.31,18,104,8,29,68,4,15,27,0,21,0
1,5,0,4,25,25,9,26,88,9,21,46,4,4,17,43100,36,0
3,3,2,2,20,10,10,25,32,12,29,28,6,14,12,86500,40,50965
1,1,1,1,20,20,20,21,21,8,15,13,3,6,5,82900,6,50965
2,23,0,11,5,3,3.09,6,128,24,42,82,4,4,24,36400,28,42676
3,12,2,7,6,7.33,7.92,18,92,7,18,37,4,10,15,83400,42,51533
4,13,3,8,10,10.75,9.31,20,63,8,29,50,4,15,22,53800,32,0
2,2,1,1,20,16.5,16.5,19,33,10,25,24,4,10,9,44200,59,0
4,8,2,3,7,6.25,5.63,19,40,7,23,26,4,13,12,47000,41,38166
3,3,2,2,17,17.33,17.33,22,34,12,30,29,6,15,13,48000,31,41801
4,12,3,9,15.75,15.19,9.73,17,122,14,36,65,6,17,30,62000,30,48125
3,4,3,4,15,15,12.5,20,41,12,32,37,6,15,15,66100,48,0
3,5,2,4,10,11.67,10,18,64,12,28,43,6,13,16,40400,39,0
2,3,1,2,20,20,15,19,40,12,31,33,6,15,14,38800,45,34129
3,4,3,3,10,13,12.25,15,24,14,24,24,6,11,9,60500,43,43350
7,12,4,8,6,6.29,5.92,15,112,14,35,62,6,16,25,49200,40,34375
3,11,1,8,17,16.33,11.73,15,122,12,33,75,5,15,30,52000,47,33417
3,12,0,7,10,12.33,8.25,18,125,13,30,64,6,6,28,101500,24,35514
5,13,4,8,20,22,19.23,24,53,14,32,48,6,16,20,80300,38,46513
2,7,0,2,22,19,13.43,18,88,13,34,54,6,6,24,71800,34,38523
4,8,4,6,10,8.5,7.63,17,51,14,32,42,6,14,16,45000,32,43182
5,20,4,11,4,4,4.25,16,97,6,19,51,3,10,21,46400,40,50731
4,15,3,7,15,12.5,9.87,18,62,14,35,58,6,17,24,69100,37,0
7,15,4,10,4,4.57,4.53,15,126,11,29,56,5,14,26,61700,41,46160
5,20,3,8,12,10.4,6.73,18,110,8,25,61,4,13,27,72200,40,41391
3,4,2,2,10,8.33,7.75,17,20,16,24,22,6,10,8,137300,17,0
3,15,1,7,14,12.67,9.27,18,103,12,33,68,5,15,28,162700,30,70682
1,8,1,5,25,25,20.88,21,81,13,32,60,6,15,24,136400,24,72614
2,12,2,9,20,20,11.83,24,112,11,31,68,6,16,29,164200,29,73130
4,5,3,4,10,9.5,8.6,16,41,13,31,32,6,14,13,138000,24,63026
8,31,5,20,15,9.38,9.23,9,105,22,43,132,8,18,47,136400,39,66348
1,9,1,8,20,20,17,23,126,10,29,62,4,12,26,107100,26,57601
5,13,3,9,11,10,8.54,17,113,14,34,67,6,16,27,164800,30,79761
2,2,2,2,25,15,15,20,23,13,24,23,6,11,9,124400,34,56036
6,29,5,13,6,6,5.52,4,90,30,52,87,9,20,31,207500,22,69873
1,2,1,2,20,20,20,24,41,9,28,32,4,12,12,98200,37,0
3,8,3,7,20,18.33,12.5,19,113,13,32,57,6,15,26,176100,33,81302
5,25,4,14,10,6.8,6,16,127,12,32,77,5,15,33,180100,26,70032
3,6,1,2,10,9,6.67,17,102,12,25,40,6,12,17,144900,37,70032
4,6,3,4,13,10.25,9,16,40,13,32,33,6,15,14,113300,32,70032
2,13,0,7,10,10,10.46,19,116,13,32,70,5,5,29,119600,37,0
3,5,1,1,16,12,9.2,20,52,12,32,40,6,15,17,142400,39,67652
6,10,5,7,9,8.17,6.7,16,53,13,32,37,6,16,16,232100,27,91065
3,9,2,3,10,11.33,11.56,4,40,29,49,62,7,17,17,237500,0,91065
1,10,0,7,15,15,9.1,18,124,11,29,65,4,4,27,153300,0,67774
4,18,3,9,20,17.5,14,22,126,8,25,57,4,13,22,149300,36,66949
5,12,4,6,20,20.4,20.58,18,79,13,34,58,5,16,23,139000,16,66949
3,6,1,2,15,13.33,9.5,16,67,14,33,48,6,15,19,93600,27,66949
3,5,1,2,25,22,16.4,20,52,13,32,41,6,15,16,84200,12,43942
3,12,1,7,12,10.67,7.25,18,91,13,32,58,6,14,23,132600,32,83415
5,14,5,13,7,4.8,3.64,17,123,12,27,61,5,11,27,154600,35,76422
4,10,2,4,21,20,12.9,18,89,13,31,56,5,13,21,118000,30,0
0,4,0,1,25,0,25,13,45,29,29,60,4,4,13,148900,30,65385
6,35,5,18,10,20.33,13.6,15,129,14,31,83,6,17,32,90400,29,46099
5,15,2,9,5,8.4,6.6,15,125,13,35,68,6,17,29,127500,43,54401
3,3,1,1,20,14,14,18,33,12,31,28,6,15,13,105500,35,54401
5,18,3,7,15,14.8,14.44,17,81,15,34,72,7,16,24,111700,34,60963
3,10,1,6,15,14,9.9,18,93,12,33,61,6,17,26,93500,43,50857
1,6,1,5,15,15,11.67,18,81,10,24,47,4,9,16,94900,31,46710
4,12,2,8,9,7.75,6.17,16,80,12,32,54,6,15,23,280000,45,49394
1,1,1,1,20,20,20,17,17,10,15,14,4,6,5,111300,38,65454
2,3,2,2,10,7.5,6.67,16,21,13,21,19,6,10,8,141300,34,53971
2,7,1,4,5,12.5,8.57,24,76,9,27,47,4,11,17,152100,44,67063
5,6,2,2,15,11.6,10.5,17,40,13,33,35,6,15,14,51000,38,50278
1,6,0,4,23,23,15.33,18,89,13,32,58,6,6,23,97800,42,44928
8,18,2,5,19,19.5,17.33,15,75,14,36,61,6,17,24,88600,44,0
5,8,3,5,10,10,8.5,16,44,15,34,39,6,16,16,92900,36,0
6,19,5,12,7,7,6.37,17,105,12,31,67,5,15,27,146100,70,45848
4,5,3,3,6,7.25,7,18,33,12,27,26,6,13,11,103800,47,60521
3,3,2,2,7,7.67,7.67,15,23,11,20,19,5,9,8,69400,36,0
5,20,4,8,5,6,5.55,5,97,30,45,85,9,17,27,65900,40,36538
11,41,8,23,2,3,2.46,17,121,11,28,63,5,15,30,55800,44,42126
7,28,5,12,5,10.43,7.79,8,112,21,43,83,8,19,33,81700,49,57426
2,11,0,4,15,11.5,6.27,24,105,9,27,55,4,4,22,122200,37,0
4,10,2,7,12,10.5,8.3,19,77,12,33,50,6,16,21,87600,49,51674
2,2,2,2,16,13,13,22,29,10,23,22,4,10,9,120600,30,61422
2,10,1,4,10,10,16.5,26,87,9,29,59,4,13,24,75500,31,56365
4,9,2,6,21,20.5,16,21,56,15,37,50,6,17,20,92500,40,0
2,27,1,5,30,27.5,16.48,4,170,29,49,101,6,15,28,68500,36,46006
4,4,2,2,8,10,10,15,29,13,26,23,6,12,10,69700,26,36281
1,1,0,0,20,20,20,16,16,12,17,14,5,5,6,87600,35,51377
6,14,5,7,25,21.17,16.29,4,65,28,46,68,7,17,20,73200,40,52406
4,28,3,13,14,12.25,8.79,20,125,10,26,93,4,12,26,72700,39,0
4,4,4,4,20,15.25,15.25,17,35,12,30,30,6,15,13,87600,35,64265
2,6,1,3,15,12.5,11.33,15,66,7,19,27,3,7,9,70000,30,47244
2,20,1,11,19,18,12.2,17,120,14,35,80,6,16,32,68400,41,0
6,11,3,5,3,8.83,7.82,16,80,28,45,54,6,14,18,70300,33,46507
5,12,2,7,7,7.4,5.5,15,68,11,29,50,5,14,20,42900,32,44135
3,3,2,2,15,10,10,19,29,14,27,25,6,12,10,74700,32,0
4,5,2,3,7,6.5,5.8,16,41,13,28,27,6,12,11,44600,26,30808
4,14,2,6,11,10,8.57,21,76,13,34,58,6,17,24,91700,40,0
5,14,3,5,15,12.4,8.5,17,63,14,35,58,6,16,21,69800,51,40538
1,1,1,1,25,25,25,20,20,11,17,15,5,8,7,159400,20,0
9,14,5,7,10,8.78,7.71,15,55,13,35,46,6,17,18,115700,32,0
