tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,TARGET
6.06641,6.69403,4.23221,3.11084,3.20600,1.53679,2.07402,1.60036,1.48915,1.22435,1.47630,1.94938,1.11470
7.37969,6.60979,3.83399,4.00304,2.25817,2.36004,2.04420,1.75476,1.91351,1.06951,1.42374,1.76411,1.12766
3.67876,9.48258,8.36257,4.01154,2.36614,1.71037,2.46872,1.87194,1.30943,1.28805,1.76160,1.45832,1.10948
7.67759,3.17684,6.35286,9.09058,3.40455,1.39474,1.52674,2.09114,1.56279,1.22014,1.89708,1.65000,1.14825
6.19451,3.12368,8.92848,7.07933,3.77847,2.41471,1.20329,1.02069,1.64525,1.49410,1.85834,1.94274,1.16392
8.38826,10.17918,10.39987,3.80143,4.05270,2.12009,1.17102,1.07337,1.85955,1.46897,1.69645,1.57946,1.14819
6.94107,5.20067,7.75182,4.27425,1.85691,2.47827,1.84789,2.23410,1.23705,1.21942,1.85017,1.36541,1.11894
7.94968,8.18402,10.04942,1.22857,3.13394,1.11956,2.38417,1.77950,1.04961,1.39781,1.86218,1.74669,1.08748
10.07281,2.82774,3.34986,9.01894,3.26691,2.30134,1.83875,1.01017,1.52808,1.54678,1.06500,1.88535,1.11319
8.30509,4.12749,7.46685,1.92488,2.44761,1.36174,2.38698,2.22085,1.31012,1.23225,1.02913,1.77954,1.04927
6.23293,5.50264,3.08610,1.38239,3.64069,1.29941,1.54074,1.93632,1.71101,1.27677,1.27428,1.13089,1.07245
7.92200,8.06807,6.43457,1.09930,2.48240,1.84459,2.13027,1.95991,1.29717,1.93199,1.32814,1.07062,1.11961
10.14705,5.05292,1.08716,8.27655,2.56143,2.18166,2.26889,1.40519,1.58016,1.20713,1.59307,1.78343,1.09713
1.11670,9.37938,8.61645,4.96616,4.19442,1.52645,1.25597,1.44032,1.13195,1.82210,1.48775,1.86617,1.13130
7.89436,10.32985,9.07113,8.06496,3.71103,1.05333,1.73246,1.92035,1.15151,1.75938,1.80890,1.24227,1.14521
7.42216,9.72981,10.05599,2.61199,2.44453,2.35646,1.25876,2.35742,1.83762,1.16595,1.39720,1.49566,1.11067
10.02034,9.23126,2.43411,2.92087,4.61096,1.02351,1.06655,1.71615,1.86218,1.24014,1.80538,1.31867,1.08204
4.94361,2.97633,6.46367,7.16913,3.26852,1.31149,1.58749,2.24968,1.64883,1.06382,1.65748,1.76703,1.14379
1.77214,7.30424,8.17146,5.62521,4.14384,1.71281,1.50610,1.05442,1.63156,1.63865,1.28345,1.02638,1.06802
5.95858,10.32218,2.09084,6.66403,2.80006,1.76508,1.40486,2.44717,1.57592,1.35606,1.28395,1.05360,1.06856
1.43860,1.82908,3.95936,7.20365,1.77424,2.36162,2.19904,2.08228,1.38263,1.32402,1.54500,1.78770,1.06771
1.40036,3.50808,5.06242,9.28672,1.89598,2.44269,2.23554,1.84297,1.80517,1.63259,1.83373,1.58346,1.07742
4.87426,7.82474,2.68982,1.29252,2.85292,1.56031,2.19491,1.80904,1.03842,1.73834,1.66448,1.77820,1.05603
3.51177,9.93118,2.64291,8.82902,1.77665,2.20871,1.94109,2.49073,1.32745,1.67492,1.27349,1.76510,1.11694
3.57606,6.61331,6.58997,9.19598,2.59986,2.47630,1.34922,1.99179,1.46147,1.62126,1.01285,1.34154,1.09203
4.51871,5.41685,7.65614,7.97898,2.02573,2.42867,1.51886,2.44391,1.84983,1.58667,1.64721,1.74334,1.16759
2.59787,10.18860,9.77917,10.36882,1.46812,2.05936,2.42922,2.46046,1.77508,1.56113,1.01253,1.37012,1.08183
2.17174,4.45942,1.65489,4.20031,4.36479,1.07972,1.13554,1.83713,1.03400,1.37613,1.88489,1.43952,1.03103
6.89609,2.87266,5.24879,1.91313,3.00556,1.96495,2.08100,1.36566,1.19963,1.29799,1.04840,1.05379,1.04589
1.91374,5.65478,8.35739,2.65821,4.27169,1.02779,1.11405,2.00364,1.77947,1.37159,1.70634,1.33089,1.06947
8.59325,3.86116,6.78759,4.60839,3.55150,1.34272,2.00830,1.51465,1.87634,1.59947,1.89216,1.84857,1.17255
2.69132,2.85208,10.45629,1.95454,1.59305,2.23473,2.35978,2.22961,1.87336,1.38727,1.00831,1.48962,1.06152
9.12728,4.35892,8.33528,7.46186,3.79140,1.79381,1.37087,1.46109,1.39050,1.93060,1.18395,1.20918,1.10733
1.56631,5.38547,6.20304,1.32946,2.74185,1.81866,1.37994,2.47672,1.44158,1.28007,1.64767,1.38409,1.04653
1.00322,1.64195,7.15064,5.02675,3.74557,1.25157,1.17639,2.24365,1.07938,1.17524,1.26274,1.60843,1.06195
9.64813,1.67846,6.81669,6.28055,4.62730,1.06447,1.36840,1.35701,1.67281,1.60287,1.82143,1.93819,1.14391
7.78979,4.55868,4.21231,5.13052,4.25692,1.18150,1.63334,1.34540,1.78073,1.87631,1.84887,1.69314,1.17948
5.59551,2.66390,6.60673,4.88439,4.17952,1.42526,1.67424,1.13815,1.53812,1.20910,1.82187,1.91055,1.15460
6.19641,5.84386,8.79439,6.84662,2.67181,2.16850,1.79222,1.78464,1.89289,1.31356,1.87848,1.81065,1.17705
4.11777,4.31300,4.50507,3.60767,2.57551,1.64553,1.80411,2.39202,1.90539,1.63377,1.22195,1.47354,1.13828
1.82035,8.53847,5.45312,6.46895,4.08830,1.42971,1.78662,1.11254,1.37052,1.31549,1.94839,1.33481,1.10807
5.04035,2.52757,5.89378,1.33853,1.77871,2.04594,2.41698,2.17555,1.43662,1.52106,1.32991,1.52956,1.05139
4.25703,4.39270,5.89164,7.26846,3.45771,1.24778,1.28431,2.42737,1.91152,1.89194,1.81135,1.68250,1.18721
8.49102,1.21421,6.15614,9.50577,3.26406,1.72010,1.40055,2.03246,1.67216,1.57586,1.15364,1.26239,1.07556
8.88786,4.87098,4.07495,8.12427,3.01008,2.01402,1.11758,2.27549,1.59876,1.93842,1.77376,1.75939,1.16374
6.56902,3.59836,7.47009,5.97270,2.95381,2.37688,1.56633,1.52014,1.09110,1.81151,1.94179,1.32361,1.13166
8.53640,8.38799,1.01077,10.10426,2.98412,2.49677,1.27870,1.65758,1.04141,1.44347,1.72914,1.48445,1.06354
8.02026,10.30160,1.27754,5.87628,4.49697,1.29947,1.26441,1.35633,1.45330,1.09735,1.75032,1.66921,1.06799
1.15390,4.49021,3.18922,8.90414,3.98723,1.01163,1.88490,1.53342,1.00088,1.00395,1.80102,1.32761,1.05225
5.08132,2.51605,3.31700,5.68765,2.00079,2.26554,2.46375,1.68709,1.84204,1.25985,1.87042,1.50327,1.13863
6.44771,4.06303,8.97292,2.87409,3.22811,1.60648,1.13576,2.44682,1.45905,1.02683,1.40707,1.57214,1.07527
10.11837,9.00407,1.77406,9.82362,3.03288,1.58818,1.81596,1.98015,1.56629,1.20440,1.64111,1.67427,1.10539
6.76532,8.92913,8.09611,9.86927,3.71751,2.13106,1.19589,1.37272,1.43846,1.62491,1.61900,1.65098,1.15765
5.46551,5.03677,4.82879,6.49644,4.29069,1.14040,1.03001,1.95607,1.75627,1.27889,1.17460,1.85580,1.14414
10.34776,3.13225,3.85507,2.76303,3.82883,1.84983,1.40028,1.33823,1.63028,1.77411,1.10985,1.79973,1.07278
7.18343,1.42799,9.04713,2.70265,1.89233,2.00260,2.05826,2.46398,1.45674,1.46809,1.05419,1.76921,1.05902
8.29122,1.60419,4.04750,8.05631,3.44570,1.42833,1.50736,2.03577,1.51411,1.15265,1.42684,1.85012,1.11845
10.43921,2.88012,8.43366,4.65457,3.78521,1.46081,1.37925,1.79190,1.10236,1.77544,1.34385,1.88228,1.08953
4.79225,1.76029,8.96853,2.15671,2.83283,1.10535,2.38679,2.09220,1.29494,1.02733,1.68356,1.85859,1.05628
10.04149,4.43907,3.85078,5.45844,3.60300,1.80312,1.45378,1.55728,1.69093,1.92926,1.68823,1.67074,1.14592
3.54342,6.35998,7.83288,6.62418,3.44364,1.61597,1.77853,1.57903,1.18421,1.34082,1.52915,1.75744,1.12979
5.75302,6.66853,1.00269,7.73970,3.26530,1.67446,1.32926,2.14815,1.62950,1.22427,1.93716,1.04603,1.05130
1.81777,7.81221,5.33705,6.69613,3.14299,1.47099,1.90421,1.89898,1.61502,1.04940,1.81111,1.77767,1.11296
3.16459,1.49881,1.74425,9.99160,3.54285,2.27666,1.48408,1.11358,1.03022,1.63977,1.77903,1.88955,1.05739
4.89664,3.82988,8.47556,7.81622,3.46768,2.20103,1.66048,1.08799,1.82472,1.50985,1.78223,1.35415,1.14404
6.56500,5.06461,9.73888,3.34105,3.30798,1.75017,1.79414,1.56489,1.26847,1.24473,1.67901,1.67652,1.09972
8.68284,1.58807,4.44205,2.90458,4.72531,1.24988,1.23790,1.20408,1.21992,1.31592,1.30289,1.50217,1.04794
4.64315,7.26301,4.71100,10.15563,2.53426,2.44285,2.39943,1.04063,1.61583,1.54349,1.77974,1.68434,1.14485
6.95706,10.18637,2.51325,3.13387,3.33740,1.45229,2.31381,1.31368,1.80951,1.67305,1.36154,1.46200,1.10990
5.28332,6.44361,8.52541,4.03220,2.92222,2.01988,2.15506,1.32001,1.44809,1.52125,1.28771,1.65678,1.12185
5.04879,5.70719,2.95688,7.88150,1.98933,2.02130,2.30305,2.10350,1.92458,1.43805,1.04776,1.44573,1.12441
5.77297,5.69352,5.56523,9.16139,3.98397,1.26574,1.06377,2.10369,1.86665,1.66360,1.90981,1.21375,1.16906
8.11997,10.01378,7.90894,1.15014,3.76541,1.06575,1.30126,2.28475,1.80379,1.82294,1.53920,1.24898,1.14149
6.47184,3.73381,4.82590,8.34204,3.98711,1.17475,1.96584,1.28947,1.61419,1.53595,1.35686,1.86218,1.14315
6.10538,9.83235,1.32729,10.20418,4.79589,1.04238,1.03411,1.54479,1.76670,1.50420,1.11712,1.61124,1.12610
2.86858,3.19252,3.51522,7.07198,1.75593,2.04795,2.38668,2.22661,1.70751,1.35041,1.88360,1.88423,1.13034
8.28431,4.94698,6.73263,3.15826,3.55297,1.22787,2.33974,1.29659,1.29945,1.02203,1.51554,1.81880,1.08569
2.92043,1.02029,2.49471,3.93776,3.11338,1.13859,2.38083,1.78437,1.84270,1.73446,1.75224,1.33487,1.07288
5.17142,9.57709,4.20099,9.61409,2.73890,2.15111,1.32358,2.20359,1.81297,1.68258,1.19142,1.17428,1.11844
9.27126,2.30085,5.47483,3.62179,2.14564,2.43300,2.34172,1.49681,1.68964,1.17007,1.94508,1.61039,1.12177
5.80347,6.87576,2.01655,1.62213,2.93301,1.59071,1.62339,2.27006,1.84696,1.30172,1.80725,1.67797,1.07416
4.00232,10.05689,8.20821,6.33642,4.00261,1.25941,2.01450,1.14066,1.65429,1.84902,1.34510,1.11155,1.12016
5.89515,8.97912,3.17112,10.17370,4.23369,1.49624,1.55282,1.13442,1.32597,1.85487,1.91362,1.53229,1.12899
7.06963,7.32584,1.46202,4.60340,3.77390,1.18323,1.25930,2.20074,1.74140,1.31963,1.17969,1.20225,1.09241
3.79437,4.95445,6.55217,4.93068,3.71087,1.70466,1.29516,1.70649,1.36978,1.17898,1.87513,1.02790,1.09732
3.63557,5.54682,10.22109,6.02887,2.34461,2.14422,2.14308,1.78526,1.28633,1.75090,1.54850,1.43849,1.12123
6.01679,9.45745,1.93528,6.81289,3.70893,1.27712,1.65429,1.77684,1.63474,1.51671,1.44595,1.39486,1.10758
1.59316,10.02225,7.62675,5.94467,2.84208,2.48023,1.54037,1.55450,1.83636,1.45472,1.13180,1.30205,1.05629
3.92709,5.10287,6.02547,2.13638,2.99718,2.04907,1.93516,1.43577,1.76320,1.40373,1.94912,1.76551,1.14522
9.81531,8.74776,5.25932,4.16617,4.99587,1.28688,1.00798,1.12644,1.90528,1.02238,1.86813,1.11954,1.12195
5.87083,1.99395,8.95561,10.06323,3.01490,2.43826,1.36357,1.60045,1.08971,1.19836,1.60713,1.54134,1.10313
1.49246,4.48543,8.80182,7.50689,3.49847,1.78750,1.09137,2.03983,1.03738,1.59824,1.37984,1.79483,1.11825
7.57037,7.55213,6.50416,2.67999,3.11333,1.24200,2.32692,1.73492,1.35181,1.52249,1.78902,1.29749,1.12923
5.27601,2.69679,9.11843,9.66545,3.48492,2.37765,1.19998,1.35463,1.94391,1.71302,1.28023,1.61842,1.11918
3.17441,5.06150,1.94001,2.84781,2.75345,1.82071,1.72197,2.12104,1.18707,1.16579,1.26766,1.11410,1.04365
8.29427,2.31358,4.41367,8.47619,2.33182,2.37388,1.93123,1.78025,1.63652,1.39237,1.76077,1.28491,1.10647
9.10413,3.93385,5.72615,4.49387,2.56515,1.83755,2.45123,1.56325,1.08846,1.60473,1.02582,1.01275,1.02955
2.17932,3.79153,4.01049,7.22517,2.84457,1.83796,2.01885,1.71580,1.56266,1.36677,1.65192,1.12646,1.05629
8.91770,4.34518,5.61758,2.30543,2.02873,1.86263,2.24468,2.28113,1.63687,1.56097,1.34726,1.87147,1.09288
6.00857,1.37762,3.11510,2.29784,2.19305,1.91112,2.11035,2.20265,1.40762,1.81137,1.89590,1.49458,1.05368
4.37617,2.38576,2.74117,2.44601,3.25851,2.26443,1.03725,1.85698,1.57701,1.89080,1.75330,1.36580,1.11063
8.18877,9.71555,4.68887,6.87197,3.16138,1.52131,2.43978,1.29470,1.62173,1.40959,1.05631,1.75733,1.13632
3.27126,3.37506,6.59547,5.08738,2.26832,2.32915,2.14685,1.67285,1.25163,1.10134,1.41666,1.87383,1.10203
3.53312,4.13908,8.58908,9.71145,3.62250,1.93746,1.04454,1.81268,1.04899,1.05879,1.72664,1.37610,1.10129
4.60603,5.98271,7.32822,1.41204,3.45132,2.03786,1.84658,1.08141,1.57210,1.41695,1.58275,1.26719,1.10297
7.89730,6.97346,8.63796,7.96695,2.24864,2.29698,1.39168,2.47987,1.80462,1.21126,1.71059,1.22024,1.14588
2.63253,9.46566,7.65817,10.07262,3.45166,2.30003,1.60211,1.06337,1.35795,1.35491,1.18293,1.55738,1.09734
4.35925,5.63316,3.48422,6.97861,3.94929,1.82087,1.06500,1.58201,1.72219,1.01665,1.71990,1.82979,1.13266
3.77923,4.42196,1.92665,5.88628,3.72017,1.18934,1.03700,2.47066,1.57371,1.78296,1.30672,1.72129,1.13190
9.62521,8.59293,7.78861,8.57787,3.60081,1.48471,1.95663,1.37503,1.27347,1.86012,1.33446,1.31392,1.13916
5.81770,7.72704,7.10088,6.83649,2.90921,2.34819,2.01945,1.14032,1.44730,1.13437,1.30312,1.64807,1.12051
3.60929,9.60262,5.08660,8.19028,2.51704,1.95671,1.89736,2.04607,1.50908,1.16820,1.58828,1.69006,1.11642
1.65582,6.18608,5.44951,9.51251,2.52963,2.23012,2.15865,1.49877,1.71201,1.86161,1.89200,1.87212,1.14159
3.72416,5.80273,9.55814,3.72702,3.10462,1.91250,2.31958,1.08047,1.24739,1.35260,1.13296,1.07790,1.03758
5.60177,4.35511,8.22694,8.10744,2.61975,1.87775,1.96769,1.95199,1.07102,1.33871,1.15205,1.94082,1.11226
8.36356,4.08078,7.95430,1.85815,2.75870,1.18797,2.41004,2.06046,1.09016,1.24115,1.60494,1.94985,1.05090
2.80358,3.11659,7.94659,8.24505,3.56226,2.11708,1.63445,1.10337,1.93726,1.90820,1.22248,1.47455,1.08242
4.05209,7.09593,3.11419,3.94397,3.24586,1.11275,1.98855,2.07002,1.31882,1.94820,1.59469,1.12022,1.10981
6.92345,9.94830,1.77809,9.19968,4.40615,1.70439,1.13870,1.16793,1.41298,1.39137,1.36192,1.34849,1.09087
7.67358,8.71307,5.55125,4.43052,3.32330,1.30931,2.47909,1.30547,1.88368,1.74975,1.92987,1.21833,1.16807
1.70642,3.67439,10.19553,3.02234,3.37421,1.68332,1.56163,1.79801,1.07030,1.60694,1.17447,1.31001,1.04208
10.42629,4.35354,7.09738,4.08125,3.73099,1.44088,2.08017,1.16514,1.81439,1.74852,1.28414,1.18159,1.11355
7.28733,4.73245,4.36422,7.20900,3.61739,2.13946,1.48462,1.17569,1.70762,1.88263,1.90119,1.65326,1.17960
7.40105,1.13449,8.12192,1.71812,2.21480,1.96439,2.18116,2.05683,1.88022,1.77025,1.55084,1.79846,1.07000
1.98412,9.92877,9.77165,6.44541,3.48442,1.63219,1.01513,2.28543,1.12910,1.12994,1.10566,1.10234,1.04264
8.38333,2.58579,3.45741,3.63594,2.70700,1.54978,1.74357,2.41682,1.00170,1.90517,1.43348,1.31158,1.05698
1.50810,1.40582,7.90963,3.82211,3.51688,2.07301,1.38732,1.43996,1.26889,1.00073,1.37006,1.04467,1.03359
4.67216,10.39304,7.66642,3.74024,3.10715,2.05605,1.38142,1.87256,1.72188,1.06684,1.24235,1.68330,1.09032
7.17086,9.75262,3.76075,8.01765,3.21005,1.21023,2.49966,1.49725,1.60113,1.38422,1.56679,1.60072,1.13447
10.13617,9.86807,2.94637,3.79818,2.16340,2.47422,1.51460,2.26496,1.90695,1.28867,1.65237,1.68692,1.10375
7.29752,10.17560,10.49391,2.02921,3.75858,1.17427,2.16458,1.31974,1.83884,1.01563,1.22912,1.83991,1.07577
1.57608,5.34365,3.49908,3.33816,4.04482,1.04526,1.66940,1.65770,1.80334,1.06985,1.91982,1.23672,1.05010
10.08848,3.23130,4.58850,5.19902,4.29467,1.55218,1.42663,1.14370,1.72149,1.44784,1.57039,1.72599,1.11994
7.33418,2.50910,2.24427,3.73252,2.14446,2.42215,1.75290,2.09766,1.03603,1.15261,1.30736,1.79869,1.03604
7.61988,4.26270,3.63593,9.00826,2.57832,1.92496,2.49958,1.41430,1.85636,1.93490,1.70160,1.31773,1.14652
8.35665,7.62166,3.03951,7.13215,2.29758,2.45906,1.87771,1.78281,1.05117,1.58908,1.38338,1.44124,1.09832
6.72224,6.51127,8.90595,4.96238,2.82460,2.22711,2.36117,1.00430,1.94959,1.62392,1.62402,1.18740,1.15831
1.18652,8.38297,7.47488,3.31681,3.51359,1.72405,2.07240,1.10713,1.84989,1.06175,1.78534,1.42876,1.06179
6.84086,10.07591,1.96321,5.29652,2.09825,2.35155,2.29940,1.66798,1.02806,1.68792,1.04968,1.81032,1.10147
4.53153,8.56910,1.23666,1.51341,3.58756,2.06511,1.68082,1.08368,1.63490,1.86113,1.56535,1.86367,1.05093
8.87838,4.04987,4.52026,2.94639,2.42984,2.03865,1.83158,2.11711,1.32488,1.41366,1.43692,1.04761,1.05749
2.25429,2.77463,2.63931,4.68026,3.21397,2.08277,1.66797,1.45247,1.42647,1.73012,1.16349,1.72973,1.08179
3.28282,1.30130,5.98110,7.06027,3.55633,2.02184,1.81805,1.02095,1.53525,1.73242,1.28682,1.12119,1.02879
6.00237,5.76644,6.80512,2.14536,2.97969,2.34296,1.37033,1.72419,1.21450,1.15852,1.89383,1.37570,1.09822
5.32306,8.62951,5.80885,3.28420,4.25039,1.27347,1.69667,1.19664,1.68449,1.05260,1.43628,1.91818,1.11881
7.23213,1.51931,1.83421,8.75733,4.02973,1.60846,1.14053,1.63846,1.03953,1.49418,1.62127,1.75096,1.03857
9.87396,8.17870,8.48238,2.80099,1.84166,1.73563,2.38797,2.45191,1.19226,1.74964,1.19130,1.22624,1.10096
9.92288,9.16814,2.37086,3.42425,2.57990,1.41978,2.18813,2.22936,1.29772,1.70927,1.88531,1.74527,1.08023
8.07661,1.78306,6.95413,1.27605,4.00266,1.99703,1.20976,1.20773,1.71378,1.87705,1.75101,1.61779,1.07764
7.07838,4.93675,3.43316,8.69198,4.48312,1.02165,1.82350,1.08891,1.70848,1.07174,1.59372,1.86097,1.13419
2.83590,2.63785,9.38757,5.58348,1.97217,1.91851,2.27366,2.25284,1.52329,1.87697,1.10570,1.10075,1.06381
5.11011,5.07214,3.92995,2.37630,3.95206,1.10010,2.20362,1.16139,1.49814,1.30989,1.23835,1.81816,1.08230
1.18881,2.43694,8.34732,5.25446,2.89858,2.04074,1.83563,1.64222,1.52689,1.94952,1.34700,1.28705,1.04899
2.84265,2.77402,4.80174,8.17285,1.79778,2.31486,1.86712,2.43741,1.45261,1.21915,1.71149,1.65603,1.09945
7.40613,5.21785,3.43617,4.51732,3.16701,1.54588,2.26291,1.44136,1.23774,1.09623,1.38467,1.65161,1.07259
8.67414,3.08839,2.95507,9.17788,3.70412,1.98397,1.45389,1.27518,1.04483,1.32291,1.66233,1.91954,1.08810
5.42100,7.45592,2.77177,6.90354,4.00678,1.41226,1.16192,1.83622,1.55134,1.38852,1.33109,1.74584,1.12873
7.52178,8.49574,6.31798,1.73165,3.83110,1.07101,2.07689,1.43818,1.04285,1.94964,1.61868,1.05890,1.12182
5.84177,7.98383,6.66958,9.73545,4.38142,1.62887,1.04697,1.35990,1.60673,1.63914,1.92114,1.35658,1.16267
3.04189,4.23482,2.52506,1.98125,3.56983,1.53523,2.23995,1.07217,1.24401,1.32872,1.85041,1.06142,1.05155
1.29823,6.19787,9.49884,6.76131,2.49493,2.36542,1.24834,2.30849,1.92716,1.01538,1.16283,1.24245,1.04137
1.04006,3.05557,4.18192,2.16844,2.76862,2.02944,1.56636,2.05276,1.54860,1.07480,1.31736,1.08692,1.03254
1.89418,1.57696,6.23842,6.42730,3.86724,1.16499,1.48310,1.90184,1.32349,1.49854,1.27128,1.56185,1.04740
9.87138,1.65141,5.82510,9.96423,3.30418,2.02970,1.43830,1.64499,1.92064,1.50589,1.48515,1.51512,1.12033
7.77425,6.86990,7.54845,6.70835,2.88175,2.02867,1.74292,1.76384,1.09205,1.26022,1.27078,1.10991,1.06468
8.50059,7.00385,9.65996,4.96842,2.96646,1.89066,1.75057,1.80948,1.89092,1.77453,1.19379,1.01978,1.13981
4.09029,1.74767,5.53511,4.52818,3.64228,1.51498,1.59751,1.66240,1.50519,1.25354,1.93752,1.73593,1.14091
9.54418,1.76153,10.23797,5.51995,2.43422,2.34235,2.32404,1.31656,1.47280,1.61158,1.13216,1.50000,1.06749
7.23649,8.65025,6.54181,6.72936,2.96207,2.28203,1.32411,1.84896,1.43217,1.87535,1.23454,1.72774,1.15684
2.31675,3.51507,10.37223,5.37867,3.26209,1.35303,2.15492,1.64713,1.43072,1.81077,1.80509,1.26874,1.07934
10.41921,2.97771,4.09255,6.44418,3.64204,1.24536,2.35696,1.17282,1.01563,1.34357,1.62809,1.26741,1.04472
5.61070,2.36191,1.07447,6.32802,3.20706,2.29492,1.69367,1.22152,1.66310,1.34283,1.39516,1.35705,1.05981
9.31238,8.53693,8.76597,1.82971,4.28320,1.18571,1.90073,1.04753,1.13013,1.01213,1.92211,1.60624,1.08410
9.35965,6.48734,4.03292,9.08243,3.49929,2.15889,1.20062,1.55837,1.71910,1.83744,1.77220,1.55506,1.15874
9.48967,7.45362,3.57440,2.60091,2.70489,1.91283,2.44290,1.35655,1.87964,1.16881,1.37092,1.82251,1.08789
3.60826,4.42769,9.76568,9.90845,3.55607,1.69902,1.09347,2.06862,1.82678,1.42676,1.65221,1.89824,1.13434
2.58571,8.35995,2.67912,2.89856,2.67559,2.00148,2.04839,1.69172,1.46869,1.05746,1.13339,1.53215,1.05586
4.99191,8.21265,8.32233,5.58838,2.31033,2.02296,2.01287,2.07101,1.36378,1.12627,1.69017,1.39560,1.11579
7.93840,9.81696,7.97282,3.57600,3.71246,1.04891,1.75236,1.90344,1.79124,1.15058,1.33536,1.58145,1.11849
2.69947,4.51103,4.06463,5.97703,1.64308,2.26474,2.09981,2.40955,1.63561,1.25491,1.30668,1.23705,1.05366
1.37178,5.57202,7.07328,4.71194,4.07209,1.28209,1.18984,1.87315,1.82835,1.64709,1.92468,1.68613,1.13275
5.75539,5.18341,5.47382,1.68788,3.81413,1.42446,1.12399,2.05459,1.66594,1.45384,1.30639,1.46330,1.09914
7.40457,6.46059,2.55823,1.09203,4.57411,1.00564,1.53853,1.29889,1.81699,1.79850,1.03916,1.21816,1.11356
1.33369,2.84713,6.61649,1.19630,4.07014,1.41432,1.93088,1.00183,1.04371,1.55061,1.46602,1.50853,1.04335
3.19768,5.53340,2.88368,7.96392,3.63465,1.36716,1.56315,1.85222,1.07183,1.32056,1.54098,1.63301,1.08168
9.79510,2.95710,2.93838,5.23034,3.30541,1.79609,1.76218,1.55349,1.25181,1.20977,1.11089,1.75697,1.06832
6.88533,7.41897,8.45890,7.51341,1.82153,1.77082,2.32682,2.49800,1.02846,1.33611,1.20150,1.81381,1.11695
1.25032,8.53933,7.47282,10.05128,4.57079,1.24332,1.07131,1.53174,1.08190,1.03679,1.59490,1.60827,1.10260
7.35783,1.25506,2.64814,8.02275,2.98599,2.12683,1.02708,2.27728,1.73335,1.09560,1.87273,1.82592,1.11834
6.20904,6.42632,4.11622,8.88349,1.84630,2.20379,1.98885,2.37823,1.50634,1.66834,1.92827,1.42608,1.15103
6.48313,5.40630,10.31736,10.48582,3.34380,1.72455,1.95251,1.39632,1.74994,1.09105,1.19577,1.59040,1.12057
2.14138,4.69170,5.92457,3.92016,4.26321,1.44227,1.19124,1.52045,1.39699,1.69522,1.80506,1.86171,1.15275
9.43898,4.41246,9.20748,1.84147,3.80328,1.90321,1.05805,1.65263,1.81089,1.48251,1.51624,1.39341,1.11260
7.62136,7.82972,6.60153,10.22654,2.63246,2.03564,1.72859,2.02048,1.39859,1.30259,1.50878,1.33211,1.12249
2.47729,2.92944,7.46385,2.65437,3.21390,2.11727,1.58512,1.50087,1.10012,1.46278,1.10499,1.09684,1.05451
2.29031,3.07472,9.96751,9.37170,2.67877,1.48948,2.41555,1.83338,1.11600,1.81384,1.55411,1.29091,1.07606
7.03610,10.38043,8.22566,7.78286,2.72729,1.38084,1.88557,2.42348,1.66958,1.15685,1.92745,1.24669,1.14615
3.51766,1.54755,1.16766,3.47726,2.43711,2.04696,2.14354,1.78956,1.50318,1.91155,1.15070,1.03029,1.02909
8.45857,4.96301,9.44926,6.31560,1.85351,2.49390,2.25999,1.80977,1.74369,1.17745,1.77998,1.61929,1.15318
2.33769,10.00601,6.12113,2.27439,1.55663,2.48002,2.47513,1.90540,1.62317,1.33038,1.67890,1.49413,1.05678
10.31391,7.79640,9.31307,6.91951,3.74534,1.21531,1.74571,1.71081,1.25325,1.78273,1.27165,1.29372,1.12776
2.65537,2.53835,6.19726,5.39136,4.68061,1.09649,1.25854,1.38154,1.32830,1.76926,1.73242,1.90445,1.13874
6.92468,8.77818,4.93572,9.07869,3.92418,1.33200,1.92702,1.23397,1.28571,1.47742,1.83433,1.46245,1.13580
7.98013,10.27422,7.05860,7.88479,2.46006,1.45281,2.08616,2.41814,1.70335,1.87106,1.59007,1.60953,1.17077
3.94322,2.73220,2.81042,7.37348,3.48678,1.15838,1.44011,2.33189,1.28241,1.70282,1.90762,1.19737,1.07982
5.48944,9.24706,3.56262,6.48121,2.72970,2.02055,1.55975,2.10716,1.90941,1.75904,1.64246,1.34909,1.14700
8.22337,5.76948,8.00428,3.19096,3.67646,1.85618,1.39707,1.48747,1.58502,1.01402,1.80371,1.12774,1.11782
2.14921,10.04365,2.89635,8.82450,2.49779,1.94741,1.98344,1.98854,1.64427,1.62047,1.40820,1.55673,1.08576
5.22499,5.90959,3.92610,10.06207,2.96279,1.86991,2.24209,1.34239,1.47444,1.71955,1.48291,1.14892,1.11368
9.09304,4.15158,7.27801,8.53023,2.92337,1.91836,2.38924,1.18620,1.53043,1.39058,1.45804,1.86056,1.14677
10.07850,4.12070,7.30117,7.99581,3.08693,1.80193,1.53471,1.99360,1.67492,1.66610,1.89522,1.60299,1.16081
4.82061,4.54803,7.55686,4.56282,2.75097,1.61712,1.93470,2.11437,1.58563,1.47193,1.50701,1.08530,1.10866
9.37938,1.85440,2.57214,1.88019,2.31446,1.45242,2.15410,2.49620,1.61601,1.35013,1.76853,1.73853,1.05972
1.88589,6.09235,2.09206,6.66039,2.97493,2.10409,1.62790,1.71026,1.31740,1.32208,1.62689,1.36973,1.03995
