TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
25,1,1,0,0,20,20,20,19,19,10,15,12,4,4,5,332500,34,0
25,3,4,1,1,15,13.33,12.5,21,32,13,28,32,6,14,12,71700,21,50041
3,4,31,3,15,5,4,3.16,16,130,6,15,50,3,7,19,79700,24,50449
10,8,9,4,5,10,8.25,7.67,16,41,13,30,31,6,16,15,325900,14,0
5,7,18,4,10,5,7.29,7.33,18,104,14,33,63,6,16,27,70900,41,37639
25,6,26,5,16,22,23.17,16.65,15,123,14,34,83,6,17,35,62200,28,39948
13,7,29,4,19,6,7.57,6.86,17,119,11,30,81,5,16,33,55300,29,0
1,4,11,3,6,10,9.5,6,15,53,14,36,46,7,18,20,0,4,0
25,1,10,1,8,20,20,11.5,21,115,13,32,66,6,15,30,84700,45,49306
25,2,4,2,3,23,21,19.25,21,36,13,33,33,7,16,15,477800,32,109911
20,2,3,2,2,6,11,9.33,15,21,14,21,20,5,8,7,67900,0,50253
20,1,1,1,1,16,16,16,17,17,10,15,13,4,6,5,58900,40,45823
5,2,17,0,10,10,12.5,8.47,18,126,12,32,76,5,5,31,182200,4,49051
27,1,1,1,1,15,15,15,16,16,11,16,13,4,6,5,213000,16,47580
10,2,15,1,6,10,10,9.2,26,120,9,29,68,4,13,30,526600,37,163017
10,3,8,0,4,2,8,4.94,15,101,14,27,46,6,6,20,40800,20,42454
15,1,4,0,2,15,15,11.25,19,85,10,23,34,4,4,13,70900,32,0
18,1,7,1,4,16,16,11.86,18,93,11,23,50,4,8,19,160100,32,40162
5,4,15,2,10,6,4.25,4,17,122,11,28,58,5,12,23,146000,31,96052
50,3,35,1,18,20,10.33,3.91,18,129,13,33,81,6,16,33,60900,17,43138
24,3,3,2,2,25,15.67,15.67,20,32,13,30,29,6,14,12,350000,20,0
10,6,21,2,4,10,13,13.52,18,85,21,42,70,9,19,26,310000,20,44543
10,1,5,0,3,15,15,12,19,104,10,22,54,4,4,20,52200,29,0
38,3,9,2,4,24,20,14.89,24,75,11,33,52,6,17,23,52100,40,0
10,4,5,3,3,11,11.25,10.2,17,24,14,23,24,6,11,9,140700,32,45667
5,3,20,3,15,5,4.33,3.7,16,127,15,32,71,5,12,27,39700,19,46058
24,5,15,2,8,15,23.8,18.27,6,113,19,41,91,8,19,34,93200,33,0
5,3,17,1,10,15,11.67,11.94,25,124,12,34,76,6,17,32,48800,25,45960
50,2,2,0,0,20,14,14,18,28,10,22,20,4,4,8,22600,29,27438
20,1,1,1,1,20,20,20,24,24,7,17,16,3,7,6,349100,28,79024
5,5,12,3,5,10,6.4,5,22,63,12,31,45,6,16,20,75100,31,64238
25,1,1,1,1,25,25,25,17,17,11,16,14,5,7,6,341000,41,105995
36,1,3,0,2,26,26,20.67,26,67,10,27,46,5,5,17,43800,11,25265
10,2,9,1,5,20,15,9.67,18,77,13,33,53,6,15,22,95600,26,31712
30,2,2,1,1,30,27.5,27.5,18,24,13,25,21,6,11,9,61900,27,40131
22,2,6,0,2,16,14,11.67,16,116,12,30,53,5,5,23,52400,17,45009
13,3,6,1,2,15,10,9.5,18,57,13,32,42,6,14,15,87100,52,0
200,2,14,0,4,300,150,98.79,6,76,35,57,115,6,6,25,229800,50,0
10,2,15,1,7,10,11,9.67,22,119,11,30,66,5,13,29,96900,25,67735
6,8,12,5,8,7,5.75,4.83,17,75,12,32,45,6,16,18,62300,43,38223
20,4,12,3,8,31,23.25,18,18,115,16,35,67,6,15,28,143400,25,41343
10,5,7,1,2,4.5,6.2,5.5,18,40,13,33,33,6,15,14,207000,25,82079
15,6,20,3,9,15,15.83,14.5,17,113,14,35,74,6,17,30,86600,25,0
10,2,16,0,10,13,11.5,7.25,19,123,12,25,64,5,5,25,297300,25,76749
20,2,2,0,0,16,13,13,20,30,10,24,21,4,4,9,61200,45,52446
25,1,1,1,1,25,25,25,17,17,11,17,16,5,8,7,235300,8,51935
16,2,5,1,3,16,16,13.6,23,98,10,29,50,4,12,20,27100,19,38750
7,5,21,4,14,9,7.4,5.86,17,111,13,28,56,6,13,24,48100,33,44472
25,5,11,3,8,50,45.4,44.73,18,124,15,36,68,6,17,30,49300,40,0
4,4,13,3,10,4,4.75,4.08,17,81,11,31,55,6,15,22,85200,14,60273
20,2,2,2,2,20,15,15,22,29,10,23,22,4,10,9,76400,44,37377
10,4,27,4,16,7,7,4.41,17,125,13,28,85,5,14,29,79100,36,61522
25,2,6,0,3,15,15,12,25,57,11,33,46,6,6,20,182300,40,47598
25,1,1,1,1,25,25,25,17,17,11,16,14,5,7,6,263100,53,86625
20,3,3,1,1,20,14,14,15,31,12,26,23,5,11,10,52200,39,40941
20,1,1,1,1,15,15,15,17,17,9,14,13,3,5,5,345100,23,94723
7,4,4,2,2,7,7,7,16,28,11,23,21,5,10,9,86100,19,44143
15,1,23,0,11,10,10,12.48,15,130,10,25,73,3,3,29,71600,23,48516
15,4,10,2,6,14,14,13.3,18,76,8,28,51,4,14,21,91500,43,56157
32,3,7,2,3,30,25,16.43,15,52,13,33,46,6,16,19,153100,52,92926
6,6,15,4,7,5,6.67,7.73,19,67,13,34,61,6,17,24,35400,30,0
25,1,1,1,1,15,15,15,24,24,7,17,15,3,7,6,94000,18,67330
20,1,4,1,1,20,20,13.75,18,51,12,32,40,6,15,18,265000,24,95073
50,3,4,3,4,25,18.33,15,16,44,16,32,39,6,14,14,95100,10,73793
15,3,5,2,2,7,9,7.6,18,57,15,31,40,6,14,15,69200,44,53046
20,2,8,1,3,20,18,10.5,17,65,15,35,54,6,15,20,73000,28,34619
30,5,18,4,12,25,29,20.72,17,113,16,37,76,6,17,30,95200,36,66514
10,1,1,0,0,0,25,25,18,20,13,20,18,5,5,7,63100,34,47878
5,5,11,4,6,5,5,4.36,18,85,7,22,33,4,11,14,39300,26,0
15,0,1,0,0,15,0,15,23,23,8,8,13,3,3,5,171600,33,81018
10,2,3,1,1,17,13.5,15.67,19,28,12,25,23,6,13,11,27400,37,34684
10,3,3,2,2,10,7.33,7.33,18,24,12,22,20,6,11,9,56900,32,51681
25,2,5,1,2,60,55,38,16,77,14,31,51,6,14,20,48300,23,0
12,2,12,0,7,10,10,10.33,18,89,14,33,61,5,5,22,69800,52,32263
20,1,1,1,1,20,20,20,17,17,11,16,14,5,7,6,58200,39,0
25,7,10,5,8,20,18.57,17.5,5,45,28,44,52,11,20,20,212300,23,0
13,3,3,3,3,16,12,12,16,28,15,29,26,6,13,11,74200,19,56711
5,5,12,2,2,5,5.4,5.83,18,85,12,30,43,5,14,15,78900,31,53504
5,4,23,3,13,5,6.25,5.52,19,130,6,24,58,3,12,23,67200,28,0
10,2,14,2,13,12,11,6.14,21,123,8,23,66,4,11,27,58900,47,41167
20,1,6,1,2,20,25,26.67,18,44,15,35,40,6,17,17,87000,20,0
7,6,41,5,21,6,7.83,5.56,18,131,11,30,83,5,16,32,62300,38,33298
15,11,55,8,24,25,25,21.35,17,92,13,32,77,6,17,28,27900,31,28370
5,1,20,1,11,5,5,8,18,112,8,20,65,3,8,22,174500,35,47253
12,4,17,2,12,12,12.5,8.94,15,123,13,32,73,6,15,29,56900,33,0
21,2,2,1,1,20,15,15,16,23,12,20,17,6,10,8,57500,31,59149
25,7,13,5,8,25,22.43,21.69,17,53,13,34,51,6,17,20,102800,40,61053
10,5,11,1,2,11,11.2,10.18,18,41,13,34,38,6,17,16,56200,25,66942
25,1,1,1,1,25,25,25,24,24,9,19,17,4,8,7,297300,36,72487
30,1,1,1,1,25,25,25,20,20,10,17,16,5,8,7,115100,33,42299
10,5,8,3,4,10,8.4,8.13,17,41,13,32,33,6,16,15,54600,27,46434
5,8,27,3,7,8,6.38,6.56,18,77,26,46,81,6,16,22,47000,38,0
5,7,27,6,15,5,3.29,3.22,18,93,6,22,55,4,14,24,49600,33,0
6,6,7,3,3,3,5.33,4.86,15,23,11,22,21,5,10,8,53300,35,51184
10,7,10,4,6,12,10.14,8.8,17,67,13,33,49,6,16,20,72000,30,70265
18,0,6,0,1,18,0,13,26,45,12,12,41,5,5,14,69400,25,48175
10,5,28,3,10,10,10.6,8.79,18,81,17,36,88,6,17,25,37400,30,0
14,5,10,2,4,11,9.4,7.6,17,57,13,34,46,6,17,20,87500,30,41148
10,5,20,3,16,10,8.2,6.35,19,125,13,34,76,6,17,33,145500,34,0
30,2,5,1,4,16,18,13.2,18,57,13,30,43,6,13,16,236800,45,73713
30,1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,212500,20,78418
10,4,6,1,2,15,13.5,11,17,64,12,33,50,5,15,18,60600,52,39772
5,3,18,3,12,3,5.67,3.44,16,119,10,27,62,4,11,26,56800,37,47942
10,3,25,2,13,10,10,7.32,18,130,13,32,75,6,17,33,40300,36,35723
11,4,5,3,4,5,6.5,5.8,15,41,13,30,31,6,15,14,163300,33,50607
8,6,7,3,3,10,7.67,7.29,16,29,16,29,27,6,12,10,124500,36,75004
20,3,7,3,6,15,14,10,20,77,13,33,54,6,15,20,109500,33,54966
15,3,7,3,7,15,15,13.71,20,92,13,34,62,6,16,24,80900,26,38794
20,1,17,0,10,20,20,8.88,20,126,11,23,69,4,4,26,324000,34,0
5,1,1,1,1,20,20,20,23,23,8,15,14,3,6,5,158500,34,41987
10,8,9,6,7,8,6.88,6.67,17,41,12,31,34,6,16,15,361700,23,47076
4,5,26,2,11,5,4,3.42,5,98,30,48,89,9,17,28,98700,0,75203
5,5,21,4,9,3,6,5.29,18,111,10,27,67,5,15,28,64500,57,39689
100,3,10,2,6,100,70,36.8,16,89,14,36,65,6,17,27,194900,0,33927
25,2,2,1,1,20,15,15,27,32,9,25,24,4,11,10,32200,26,43363
11,5,11,2,3,5,5,4.27,17,56,12,31,43,6,15,18,185900,23,61964
2,5,10,2,6,3,5.6,4.3,17,64,7,26,39,4,13,16,69300,42,0
10,3,4,1,1,20,23.33,22.5,16,28,13,28,27,6,14,12,70800,23,60963
10,2,11,2,8,30,27.5,21.09,16,76,8,17,33,4,11,17,102800,24,0
15,4,10,4,8,15,15,13.5,18,63,13,34,56,6,17,21,159000,6,30094
3,12,34,7,16,5,2.67,2.59,15,75,12,31,55,5,14,22,35100,26,34412
20,2,12,1,4,20,20,14.75,23,69,12,33,59,6,16,22,148800,20,79249
20,4,5,2,2,10,12.5,11,20,40,12,32,34,6,15,14,134200,31,61343
10,5,13,2,6,12,10.4,6.92,18,93,13,31,60,6,14,24,127200,34,39476
5,6,46,4,20,5,5,5.2,4,126,44,66,111,10,21,38,52000,33,42467
5,6,22,3,11,6,6,4.27,15,130,10,18,43,3,7,18,46700,34,41940
5,5,17,5,12,5,5.4,4.71,16,105,12,32,63,6,17,29,44000,27,45395
25,3,8,2,3,25,18.33,17,21,43,27,48,63,6,16,15,0,0,0
5,6,8,4,5,6,5.5,5.13,20,41,12,33,35,6,16,15,69300,29,43474
12,3,6,2,3,12,10.67,8.33,17,44,12,31,36,6,14,14,57100,42,42146
30,2,2,1,1,30,26.5,26.5,26,33,11,29,27,5,13,11,493300,73,35691
10,2,4,0,2,20,17.5,15,25,53,12,32,40,6,6,17,177300,12,0
15,3,17,2,11,15,13,9.06,24,122,12,34,76,6,17,34,68000,32,47091
20,3,3,2,2,10,20,20,15,24,14,25,23,6,11,9,35900,37,36756
14,3,18,2,10,10,9.33,6.22,16,67,13,31,54,5,14,21,42500,34,26953
36,3,6,2,5,40,34.67,23.67,16,52,15,37,50,6,17,20,111000,33,46974
4,8,29,7,19,6,4.75,4.97,16,130,8,24,69,4,13,31,17200,40,39375
5,5,5,4,4,11,11.4,11.4,22,32,12,31,30,6,15,13,149500,40,45345
5,5,14,3,9,5,6,6.07,16,125,14,31,63,6,14,27,47200,34,41993
6,6,9,3,4,7,7,7.22,18,36,12,31,31,6,16,14,89400,28,48639
5,3,20,1,10,10,5.67,5.1,6,121,19,37,79,7,14,29,298900,28,53517
40,2,7,0,3,24,32,20.86,25,77,13,32,56,6,6,21,72200,28,0
5,4,9,2,5,5,5.38,4.28,15,65,11,23,41,5,10,15,89100,35,49805
15,0,8,0,1,15,0,13.25,18,62,13,13,52,6,6,21,55600,33,45725
15,3,3,1,1,20,11.67,11.67,18,32,15,31,33,6,13,13,20600,39,33424
14,7,13,3,7,16,14.57,11.54,18,93,14,36,61,6,17,24,67500,24,41963
12.5,4,9,3,6,12,10.75,10.22,15,85,14,31,67,5,12,25,151900,24,53225
25,5,10,2,3,25,20.6,17,17,53,13,32,45,6,16,20,160000,48,52649
18,4,4,1,1,15,10.25,10.25,15,28,13,25,23,6,12,10,0,0,0
20,1,1,0,0,20,20,20,19,19,11,18,16,4,4,6,35700,29,46487
25,1,7,1,5,17,17,12.57,22,89,10,19,47,4,8,16,143800,23,102392
21,2,11,2,9,21,20,13.09,21,105,13,30,63,6,15,27,38500,36,43927
7,9,15,6,7,10,6.33,6.07,18,41,13,33,40,6,17,16,86900,30,56683
17,1,9,1,5,17,17,10.56,17,57,14,34,47,6,16,20,71300,18,48107
10,3,18,1,7,10,10,8.78,25,89,10,29,64,5,14,24,58900,25,0
12,4,22,3,10,11,11,9.5,20,76,13,34,61,6,17,24,69800,32,53981
12,5,7,4,4,20,12.2,11.29,18,29,13,28,28,6,14,12,55500,45,51112
10,1,15,0,4,12,12,7.13,25,113,10,29,63,5,5,24,33200,33,34625
25,3,4,1,2,20,21.67,18.75,25,41,12,33,38,6,16,15,322600,29,0
22,3,6,0,2,17,16,14,19,76,13,33,52,6,6,20,82400,32,70044
13,4,12,1,6,12,10.5,6.58,18,130,12,34,69,5,16,31,267900,24,56395
5,2,23,1,14,10,10,10.65,18,123,7,26,75,3,11,28,118300,28,69526
18,1,4,0,3,16,16,13,19,68,10,26,42,4,4,14,594000,33,153945
10,1,1,0,0,15,15,15,27,27,7,20,17,3,3,8,32500,44,32294
10,3,5,2,4,10,10,8,16,66,13,24,39,6,10,13,51700,17,38783
20,2,4,1,2,27,27,22.25,24,81,12,32,47,6,16,19,532400,39,122794
10,3,15,3,11,10,11.33,8.8,20,128,12,33,83,5,15,32,66100,48,31774
8,6,35,3,16,9,4.83,4.59,18,130,18,34,81,3,11,25,80900,39,32221
8,5,20,2,10,5,7.8,7.9,5,125,15,35,72,7,16,31,105500,37,50253
3,5,9,1,2,3,3.72,3.29,18,43,13,30,35,6,14,13,55100,34,49257
18,3,12,2,8,20,14,10.92,17,123,8,20,47,4,10,15,54300,30,51625
10,2,7,0,2,15,12.5,8.57,19,89,13,32,52,6,6,21,222100,40,77112
5,3,11,1,6,15,12.33,9.36,17,77,12,32,57,6,15,22,193000,33,71429
5,4,14,3,12,8,6.5,4.96,17,114,12,30,66,5,13,28,54300,27,41317
15,2,3,1,2,15,12.5,10,17,41,10,27,30,4,11,12,287500,58,47394
12,1,12,1,5,10,11,8.58,18,79,12,33,57,5,15,23,186200,44,0
21,2,8,1,5,25,20,18.5,18,89,14,32,58,6,14,23,75900,19,45294
15,4,14,3,7,5,10.75,8.64,5,67,17,35,56,8,17,23,57700,43,35075
20,2,10,1,4,16,16,13.7,25,65,11,32,54,6,16,22,136300,14,91874
5,4,21,3,12,5,3.75,3.3,21,130,12,30,71,6,14,27,162000,39,0
23,1,13,0,8,17,17,7.77,26,125,9,28,67,4,4,27,79700,30,55991
20,1,1,1,1,20,20,20,20,20,10,17,15,4,7,6,108800,11,0
10,3,16,2,8,10,12,10.06,23,57,13,34,50,6,17,21,54500,28,0
50,1,9,0,6,20,20,36.11,26,93,6,15,44,4,4,18,44300,28,43932
5,7,23,5,14,3,4.43,4.35,5,105,10,30,68,5,16,28,39700,49,50097
25,3,21,1,12,25,22.33,12.14,18,126,9,25,64,4,12,27,67500,41,40391
27,4,5,3,4,30,25,22,20,41,13,34,36,6,16,15,98700,36,57666
20,1,3,1,1,20,20,16.67,16,23,15,22,20,6,10,8,88600,26,0
4,6,14,5,10,5,4.17,4.29,18,81,12,30,54,6,15,21,366300,24,0
5,4,9,2,4,5,5.5,4.78,17,64,12,31,46,6,14,17,202200,21,81967
10,6,91,4,13,10,11.67,6.1,5,230,39,58,135,9,20,37,312500,19,107323
21,3,12,1,4,15,26.33,13.33,19,123,8,24,46,4,12,16,32000,38,25649
30,1,1,1,1,30,30,30,24,24,11,21,22,5,9,8,103100,19,0
3,4,13,2,6,3,12.5,7.69,8,89,17,38,63,7,17,25,90000,32,69366
20,2,3,0,1,20,18,15.33,19,41,14,34,35,6,6,14,119400,41,0
15,2,3,1,2,15,11,9,23,52,10,22,32,4,8,12,41900,31,46620
7,3,16,2,10,7,7,4.63,17,113,12,27,65,5,11,25,61000,19,49195
15,2,2,1,1,15,15,15,19,24,12,23,21,6,11,9,32900,21,36667
26,5,17,2,8,30,22.8,16.35,19,79,13,33,64,5,15,25,132500,25,63407
25,3,20,1,8,25,23.33,13.25,15,126,13,34,78,6,16,32,66800,37,61461
5,6,18,3,7,6,4.83,4.56,17,69,14,33,58,6,15,22,0,39,0
26,2,7,1,4,28,21.5,12.43,16,61,14,35,47,6,16,20,183000,31,76431
18,8,24,5,12,16,15.13,11.46,17,63,14,36,62,6,17,22,87500,25,0
15,2,7,1,4,15,15,11.29,25,112,10,27,55,5,13,24,390900,40,71746
3,3,17,1,12,3,3.67,2.71,18,130,9,20,56,4,8,23,81300,50,51881
5,5,20,3,10,5,5,4.5,15,115,12,33,74,5,15,31,24700,23,24173
10,3,23,3,11,20,15.33,12.83,21,76,13,32,60,6,17,24,262500,23,78892
10,4,8,1,4,10,10,8.25,15,81,13,26,44,6,11,15,33900,14,24670
10,6,34,2,11,10,7.5,7.26,8,105,35,56,111,8,19,33,111000,31,56722
15,3,7,1,3,15,12.33,9.57,18,103,15,34,59,6,15,23,57700,24,61870
30,1,1,1,1,20,20,20,17,17,5,9,7,2,4,3,77000,31,0
15,3,5,2,4,15,12.33,9,16,65,14,27,39,6,11,14,141900,32,70742
12,3,10,1,2,10,13.33,10,6,78,22,38,58,9,17,22,102400,22,42324
25,2,7,1,3,25,25,13.57,18,64,13,34,52,6,17,21,107000,40,0
15,4,12,3,6,10,11.75,9.67,19,80,13,34,58,6,17,23,118000,32,34402
15,3,3,2,2,15,13.67,13.67,22,33,11,29,28,6,15,13,32700,28,29143
23,2,4,2,4,15,17.5,12.75,16,44,14,32,37,6,14,14,148600,35,75373
10,2,14,0,11,10,10,5.43,20,122,13,31,66,6,6,29,38600,57,44559
15,4,4,2,2,10,10,10,15,28,12,24,25,5,11,10,475000,13,37766
10,2,8,2,5,15,15,10.88,18,87,13,35,58,6,17,24,169300,17,0
15,1,1,1,1,15,15,15,17,17,10,15,14,4,6,5,366800,44,70882
50,1,1,1,1,50,50,50,18,18,11,16,13,5,7,6,73500,22,50138
10,2,3,1,1,12,11,10.67,18,23,12,20,17,6,10,8,275000,15,0
21,2,9,0,4,15,12.5,7.33,25,81,6,20,46,2,2,15,215900,46,101983
15,2,10,2,7,15,13,6.4,24,81,14,34,67,6,15,22,406800,21,97480
21,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,86300,30,67135
10,5,7,3,4,10,11.8,11.29,15,45,14,33,39,6,15,15,87700,39,0
36,3,13,3,10,23,20,13.69,24,93,11,32,66,6,17,25,337300,41,82099
12,3,11,2,5,10,12.67,10.36,18,74,13,34,56,6,16,22,82900,6,31100
32,5,13,3,7,11,11.4,9.38,7,69,23,44,88,11,21,35,143500,43,0
25,4,4,3,3,15,15,15,22,32,13,32,30,6,15,13,60300,30,67553
16,5,22,4,13,8,8.6,6.82,9,91,27,41,62,11,18,27,39900,33,39313
5,7,16,4,7,8,9,7.59,16,89,15,36,64,6,16,24,68600,49,30640
25,3,5,2,3,25,23.33,29,16,45,9,25,30,4,12,11,70900,48,51091
25,2,8,2,4,15,8.5,8,18,45,13,35,41,6,17,18,141300,38,81042
30,1,8,1,6,20,20,21.88,24,78,9,28,55,4,12,20,237500,32,78892
4,8,10,5,6,4,3.88,3.7,15,41,12,32,34,6,16,15,39400,33,40588
17,5,10,3,7,20,14.8,11.2,16,56,15,33,46,5,15,20,97200,38,62369
5,10,17,5,8,3,3.2,3.12,15,53,13,34,43,6,16,17,48200,30,64940
8,4,4,2,2,10,7.25,7.25,15,32,11,26,25,5,11,10,47800,31,0
25,0,1,0,0,25,0,25,23,23,8,8,13,3,3,5,89500,43,70044
8,2,3,2,2,11,7,8.33,18,23,12,22,20,6,11,9,109200,27,83609
10,3,21,0,11,11,10.33,5.38,16,125,14,32,75,5,5,30,87500,30,63092
18,6,13,5,10,20,17.5,13.23,17,124,14,36,56,6,17,26,60900,43,48304
23,4,13,2,8,25,22.5,14.38,15,102,14,36,69,6,17,28,111800,18,64856
10,4,5,1,1,10,10,9,15,31,13,27,25,7,13,11,65500,41,39434
12,4,26,1,12,10,13.25,10.31,6,113,33,54,96,8,18,33,410400,0,0
35,1,10,1,4,35,20,33.5,7,83,21,37,52,8,16,21,76500,0,60721
12.5,4,8,3,6,17,14.25,13,7,45,20,39,71,8,17,27,41700,0,0
11,4,7,3,5,11,10.75,9,23,65,12,28,43,6,13,16,150900,21,72339
10,4,14,2,8,5,5.5,5.36,18,114,10,25,59,4,10,25,195800,38,41929
20,2,25,0,8,14,19,13.24,5,126,32,51,114,8,8,33,107900,34,70936
10,1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,69500,30,40237
21,1,7,1,5,15,15,12.86,22,69,12,32,54,6,15,21,43400,42,41918
15,2,2,2,2,20,12.5,12.5,17,24,12,22,21,6,11,9,32400,20,45561
10,4,4,4,4,10,9,9,16,29,15,28,27,6,12,10,98800,27,103275
21,1,7,0,4,17,17,12.14,26,112,9,26,62,4,4,25,50000,27,29743
25,1,8,0,6,25,25,10.88,17,80,8,27,52,4,4,20,64500,30,0
16,4,14,4,13,17,17.75,12.36,21,113,13,34,69,6,17,29,62000,26,0
15,1,1,1,1,15,15,15,24,24,7,17,15,3,7,6,31800,31,0
10,4,19,2,14,10,10,7.05,16,117,14,35,80,6,16,33,43600,30,0
13,5,14,3,11,8,6.8,6.36,18,75,14,33,59,6,15,21,106000,49,0
10,5,29,1,14,10,10,8.98,25,130,12,34,82,6,17,33,30100,34,43216
40,1,1,0,0,20,20,20,15,15,11,15,13,5,5,5,34500,14,32054
32,3,8,2,5,25,23.33,16.5,24,53,12,32,44,6,17,19,70300,34,55923
10,1,1,0,0,25,25,25,20,20,9,14,14,3,3,3,36400,23,36776
10,2,7,1,3,10,8.5,5.86,16,67,12,26,43,5,10,14,51500,32,39511
10,3,4,1,1,11,7.67,7.25,18,29,12,25,22,6,12,10,120700,33,37053
8,8,19,6,9,8,7.75,6.05,17,83,14,35,65,6,17,23,88200,26,53019
15,3,26,2,12,25,25,24.27,22,93,14,36,91,6,17,27,164100,47,61523
25,2,2,2,2,25,22.5,22.5,15,21,12,19,18,5,8,7,49000,39,0
15,2,7,1,4,15,15,10.86,25,84,5,19,47,3,10,19,58100,31,65080
30,1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,228700,30,60896
16,2,8,1,3,13,14,10.25,17,88,13,32,52,6,15,20,255900,33,52792
10,3,20,1,13,10,6.67,5.55,18,124,12,31,74,5,13,30,58700,33,43191
27,3,5,2,3,30,25,18.2,18,52,13,33,41,6,15,17,88500,8,0
16.87,1,4,1,2,42,42,31.75,24,65,11,31,48,6,15,19,74000,37,66080
5,2,2,2,2,15,12.5,12.5,16,23,13,21,19,6,10,8,264400,38,105652
25,3,6,1,3,20,20,15,19,41,4,12,13,2,6,7,114500,31,0
40,2,2,2,2,30,27.5,27.5,17,21,13,21,19,6,10,8,42700,25,36133
10,1,1,1,1,100,100,100,21,21,26,33,35,5,8,7,537700,19,118256
10,4,19,1,11,11,10,9,21,130,13,34,73,6,17,32,41300,12,29641
10,2,28,2,19,10,7.5,6.36,10,120,27,46,91,5,13,31,58200,23,0
7,8,26,5,14,5,5.63,4.89,17,121,14,33,73,6,17,30,31700,15,0
7,7,10,5,7,5,4.86,4.5,17,44,12,33,38,6,16,16,423300,27,61801
17,5,8,4,5,10,16.4,14.75,18,53,13,31,43,6,16,18,347700,28,93607
10,1,1,1,1,15,15,15,16,16,11,16,13,4,6,5,48000,32,46756
10,10,37,8,19,14,14,11.51,17,111,14,34,81,6,17,31,54200,38,0
6,6,26,5,14,7,6.33,7.08,18,125,13,32,79,6,17,32,399400,27,0
12.5,6,8,2,3,10,10.5,10,18,40,15,35,38,6,15,14,392100,36,78646
15,1,1,0,0,15,15,15,20,20,8,14,13,3,3,4,49300,64,36552
11,6,27,5,16,10,8.83,9.07,6,128,45,66,130,13,24,44,55700,31,0
8,7,20,3,9,6,6.14,5.5,16,105,7,27,63,3,13,25,52900,27,36151
35,3,4,2,2,25,18.33,16.25,17,33,13,31,30,6,15,13,31300,16,50028
10,5,7,2,3,11,10,8.86,19,53,12,32,41,6,15,17,67000,36,35500
20,9,16,3,6,24,19.78,17.88,12,76,15,37,63,6,17,23,95100,12,22928
30,2,6,2,4,20,22.5,16.17,26,57,11,33,46,5,16,19,47600,22,41771
6,6,22,3,12,6,6.33,5.18,22,112,11,32,69,5,15,30,84600,24,0
10,7,16,5,9,26,13.43,9.44,20,65,14,35,50,6,17,21,104900,30,0
5,2,5,2,4,20,16.5,10,19,56,13,31,41,6,13,16,68000,35,41714
25,7,23,4,9,50,20.43,20.26,5,73,31,52,102,13,23,37,0,0,0
20,2,2,0,0,20,17.5,17.5,26,32,9,23,22,4,4,9,29400,14,45610
5,5,6,4,4,8,6.4,6,17,33,4,11,12,2,6,6,99500,62,0
10,5,18,4,8,6,7.6,5.61,20,75,13,32,58,6,16,23,94200,23,35843
16,5,25,0,8,12,10.4,9.68,18,124,15,37,83,6,6,33,113800,37,0
12,5,10,2,4,10,6,4.4,16,76,8,23,33,4,11,12,212300,34,70545
6,2,4,2,2,10,5,6.25,18,28,13,26,24,6,12,10,281700,48,61637
5,5,8,2,3,10,10,10,18,41,6,24,28,4,14,13,32100,35,38247
10,3,6,0,1,20,14,10.5,18,43,14,35,39,6,6,16,92200,30,0
21,3,5,1,3,15,14,11.4,18,57,12,29,39,6,14,15,225000,14,0
9,7,28,3,15,8,8.29,6.89,19,105,13,35,78,6,17,30,43900,26,0
15,3,4,2,2,10,10.67,10.75,20,35,14,31,30,6,14,12,58500,21,0
25,1,3,0,2,25,25,21.67,23,44,14,33,40,6,6,15,110800,45,60963
16,4,6,2,3,10,15,17.5,22,45,7,24,33,5,15,15,40600,32,46324
20,1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,52200,44,43944
16,2,16,1,10,10,18,10.13,23,127,11,32,71,5,15,32,67500,29,60176
15,1,11,1,5,15,15,9.09,21,126,11,29,68,4,12,28,191400,43,51563
20,4,18,4,8,15,15,12.61,5,75,30,52,90,7,18,25,55900,36,53090
21,4,21,3,13,15,15.25,14.1,15,113,13,33,75,6,17,30,100600,39,59202
10,6,9,2,5,10,10.17,9.11,18,52,11,32,41,6,16,17,237700,29,0
25,2,2,1,1,25,25,25,16,20,24,29,28,10,12,11,125000,0,51059
51,1,4,1,3,36,36,30.75,24,52,11,31,42,6,15,19,68100,28,49142
15,2,5,1,4,15,12,10.6,23,44,4,12,15,2,6,8,64100,25,0
17,6,7,1,1,15,12.17,10.86,18,38,14,34,35,6,15,13,153000,7,76025
20,3,25,3,13,10,14,13.24,22,84,13,35,70,6,17,27,66300,45,37995
10,1,2,0,1,20,20,12.5,26,39,9,27,27,4,4,12,94900,9,55054
15,2,2,2,2,15,9.5,9.5,21,30,10,22,20,4,9,8,73200,34,95516
