VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR121,VAR122,VAR123,VAR128,target
10034,3.06,0.58,93.94,1.45,0.99,35.63,54.39,43.25,6.54,0,0,16478,85.18,2.69,46.97,18.73,3.97,8.99,26422,8342,8611,8695,3513,4746,4272,3380,2341,30.65,6.81,13.14,44.25,6.8,58.31,3.08,48.68,7.67,35.54,4.38,59.21,7.39,5.96,2.98,70.33,71.64,85.17,67.65,63.87,71.4,173,3.27,170,55.88,61.18,67.06,70.59,0.95,1.04,1.14,1.2,95.94,0.67,4.06,2.35,2.32,2.68,2.02,52.96,2.5,53.3,2,153,95.54,45.95,0.65,37.91,1965,4.03,0,39800,51600,69400,29600,181,244,316,135,286,33.2,20.5,12.1,0,0,1.69,57.8,26.93,42.29,76.89,3.2,3131.7,0,0,76.24
31813,2.62,1.8,94.81,1.94,4.21,11.5,29.31,13.27,9.73,31813,100,41315,86.49,0.64,46.97,21.03,4.82,13.75,47311,18471,18483,17521,14807,21279,11933,11496,1763,5.65,5.57,16.95,26.63,6.16,71.03,31.72,18.99,10.33,34.57,8.74,35.32,11.49,10.15,3.09,77.35,75.25,83.93,81.89,62.63,72.69,473,2.27,2830,30.25,39.22,48.69,52.3,2.69,3.49,4.33,4.65,88.22,2.83,4.27,2.9,2.55,2.78,2.22,63.55,1.84,51.63,2,875,93.28,58.22,1.26,18.97,1963,2.01,0.44,140500,166300,200400,59900,490,635,738,248,705,26.1,22.2,12.8,66,0,8.9,68.47,54.44,80.71,87.46,21.8,1456.1,0.65,0,505.1
15940,3.06,6,91.86,1.71,1.1,41.84,57.65,49.62,7.97,0,0,19487,80.72,0.23,41.36,24.08,5.44,12.26,31318,9704,9858,7120,0,10028,13154,5630,4152,32.21,11.84,24.56,29.06,6.07,44.64,18.06,38.96,13.55,31.54,5.23,59.29,6.35,5.86,2.91,73.58,71.81,91.4,75.7,57.56,71.6,89,1.27,438,34.47,44.75,53.65,55.25,0.95,1.23,1.47,1.52,94.96,0.5,2.62,1.69,2.48,2.53,2.44,48.77,0.86,39.72,3,289,94.74,47.84,2.08,35.99,1966,5.82,0.6,44300,64500,90800,46500,244,339,498,254,410,35.1,15.8,12.6,0,0,2.75,62.95,33.85,45.03,87.3,10.2,1567,0,0,363.7
12101,2.47,0.47,96.41,0.94,3.17,13.73,25.35,12.32,15.6,0,0,21618,66.47,0.65,37.4,36.25,10.97,16.51,27514,10644,10681,6170,4952,15046,10257,5755,1946,16.3,9.38,26.71,10.69,6.94,53.88,16.38,19.43,18.56,18.92,14.07,25.35,17.36,15.85,3,66.23,63.71,73.44,69.32,52.43,61.78,180,1.67,376,1.86,18.62,25.27,28.99,0.06,0.58,0.79,0.9,94.76,0.88,4.66,2.98,2.4,2.48,2.3,58.34,3.53,54.24,2,328,93.73,56.46,2.74,38.41,1952,6.77,0.27,37400,50800,67600,30200,212,278,342,130,338,26.7,17.7,12.6,21,0,3.06,58.94,44.35,74.03,87.48,6.2,1964.4,0.86,0,537.26
25265,2.7,2.97,96.08,0.64,0.52,14.71,26.32,12.85,9.27,21897,86.67,34670,82.44,0.95,42.03,22.84,5.43,18.91,39841,14134,14369,7993,11645,3054,16501,13921,1847,7.4,5.74,20.22,13.87,3.68,68.31,13.52,21.47,15.94,23.35,9.16,23.98,13.21,11.29,3.08,77.27,74.22,87.97,76.93,65.07,74.51,381,1.96,279,9.32,15.41,25.09,27.96,0.1,0.17,0.28,0.31,97.38,0.34,3.23,2.5,2.67,2.79,2.38,73.58,1.36,35.22,3,383,96.07,70.34,2.09,27.68,1968,2.74,0.38,63100,77400,96400,33300,303,368,430,127,445,24.1,20.4,12.3,0,0,1.1,78.41,50.71,87.03,93.54,38.2,661.4,1.69,0,203.33
13383,2.44,0.25,98.87,0.49,0.74,12.8,27.18,12.52,14.68,13383,100,29549,75.48,0.62,41.65,32.75,4.15,21.52,34061,14783,14726,5274,25624,22247,5000,12574,680,5.2,7.48,23.02,10.44,4.41,61.62,18.5,22.54,16.86,18.74,10.68,24.88,14.6,12.82,2.94,73.57,70.81,89.77,80.25,65.85,68.71,183,1.67,155,0,3.23,12.26,19.35,0,0.04,0.14,0.22,96.94,0.55,3.06,2.06,2.39,2.61,2.06,66.32,1.29,53.95,2,269,95.33,60.86,0.37,19.33,1960,2.53,0.3,47800,57200,68100,20300,297,373,436,139,433,22,16.6,11.8,0,0,1.16,75.33,50.73,86.44,94.24,4.3,3118.1,1.2,0,167.34
26326,2.18,12.86,83.17,1.7,11.94,9.5,27.81,12.36,11.58,26326,100,27708,80.8,0.66,36.19,22.98,4.59,11.62,32611,15273,16645,8824,8089,9078,6748,9319,2685,10.36,7.27,21.69,17.46,4.61,69.27,11.48,16.11,10.5,21.62,17.01,38.23,19.08,18.04,2.8,63.04,59.9,70.87,56.28,67.88,74.23,962,6.27,4372,20.29,34.58,45.17,55.63,3.37,5.74,7.5,9.24,79.46,4.61,3.61,1.88,2.14,2.16,2.13,49.64,6.27,78.2,2,1778,87.19,49.29,2.08,23.96,1971,5.69,0.32,71400,89200,113000,41600,410,471,546,136,541,27.7,22.8,13,0,0,16.61,22.18,37.35,71.74,77.38,6.6,3993.6,2.92,0,1607.89
13553,2.53,14.59,84.78,0.41,0.42,13.55,22.92,10.73,16.77,0,0,22476,64.44,1.07,35.11,38.52,8.54,17.29,31201,12641,13282,9193,0,2847,0,1994,2131,16.4,14.03,35.13,16.93,5.48,49.28,11.92,26.4,17.06,26.1,10.41,22.04,13.05,11.88,2.99,74.47,67.5,74.7,80.81,57.81,62.92,318,2.83,95,27.37,27.37,31.58,35.79,0.19,0.19,0.22,0.25,97.96,0.43,3.42,2.41,2.43,2.51,2.25,70,2.13,44.52,3,455,92.18,67.61,1.1,46.15,1967,8,0.93,36700,56000,84200,47500,119,204,273,154,310,27.2,16.2,13.4,0,0,0.7,82.48,56.1,85.68,94.43,23.7,571.7,0.51,0,1289.31
16370,2.53,7.67,81.28,0.41,1.25,11.75,23.49,10.69,17.57,0,0,19906,64.95,1.72,31.92,38.77,10.84,21.58,24301,10560,11495,5635,6991,2985,10764,6444,2995,19.95,13.4,34.63,11.75,9.04,45.81,13.17,23.96,11.81,25.25,13.77,25.62,15.2,14.52,2.89,68.46,63.98,86.03,67.75,58.47,67.95,309,2.11,173,8.67,11.56,11.56,18.5,0.09,0.12,0.12,0.2,96.99,0.52,2.9,1.92,2.3,2.28,2.33,66.91,1.81,45.65,3,782,89.22,67.39,2.69,53.45,1960,10.29,0.06,23300,36500,53900,30600,122,206,285,163,296,24.6,21,12.9,20,0,1.06,71.45,55.52,78.05,90.67,12.6,1303.3,0.43,0,428.7
10950,2.53,0.16,97.25,0.79,2.11,13.39,24.58,11.73,16.48,0,0,20711,65.61,0.78,39.5,36.03,10.26,20.09,24605,10113,10151,6609,6820,11823,9524,8387,1991,18.76,9.34,27.85,9.35,10.38,51.94,27.87,24.63,23.15,20.31,11.63,24.05,15,13.43,3,69.32,67.52,66.99,74.4,61.13,68.26,341,3.62,274,4.01,4.01,4.01,4.01,0.1,0.1,0.1,0.1,95.46,0.26,4.85,3.39,2.48,2.51,2.45,59.04,3.6,51.35,2,222,95.13,58.47,1.35,37.39,1964,6.39,0,34400,42900,55700,21300,211,277,341,130,344,26.1,22.6,14.4,0,2,2.53,50.97,45.97,77.1,85.23,5,2193.5,0.25,0,650.49
53589,2.59,27.32,71.49,0.79,0.67,14.66,26.08,12.36,11.54,53583,100,25790,77.13,0.75,29.97,27.91,8.02,13.84,31871,13047,15638,6248,11718,13586,14442,9701,8980,17.03,11.71,29.55,19.26,4.87,62.19,17.95,23.95,16.4,26.03,11.44,24.97,15.7,13.75,3.1,68.34,62.54,73.77,70.01,68.72,74.27,2009,4.55,616,10.39,23.38,25.32,34.25,0.12,0.27,0.29,0.39,97.24,0.32,4.46,3.19,2.55,2.64,2.4,63.11,3.42,38.6,3,1505,93.22,60.86,3.26,33.22,1971,9.77,0.5,40700,58600,86200,45500,138,229,307,169,321,23.5,16.7,12.7,28,0,1.15,68.14,50.63,78.9,87.37,82.6,649.2,0.19,0,1257.09
11961,2.71,0.24,88.57,1.11,17.04,13.37,26.84,13.03,12.98,0,0,27230,73.45,1.88,33.34,28.75,13.22,18.4,30357,11994,12334,17759,17930,8531,8032,8180,1486,12.63,12.32,30.95,9.97,10.34,54.22,19.74,18.37,17.94,18.21,12.03,24.17,16.32,14.31,3.12,70.31,67.82,80.88,74.89,54.16,61.73,248,2.51,976,14.24,20.59,30.64,37.7,1.16,1.68,2.5,3.08,86.3,3.08,5.56,4.07,2.67,2.62,2.73,55.37,7.42,49.8,3,185,95.98,56.37,1.08,21.08,1972,3.3,0.11,83000,108900,145000,62000,315,395,497,182,472,28.7,21.4,12.4,11,0,8.16,62.95,39.82,76.72,94.06,4.2,2853.3,0,0,346.97
16116,2.76,5.73,91.43,2.42,1.06,12.34,21.53,10.25,14.4,14338,88.97,54834,82.07,0.85,66.06,28.18,2.21,18.22,64668,30643,30489,19631,7823,69212,2727,44415,456,2.91,5.08,12.1,45.01,3.03,62.6,13.15,31.34,6.04,45.41,6.02,25.76,8.78,7.51,3.11,83.31,82.83,91.28,83.14,45.1,63.18,150,1.21,700,2.29,2.86,9.14,10.86,0.1,0.12,0.4,0.47,92,0.7,3.81,2.93,2.69,2.84,2.12,83.79,0.65,23.12,3,216,96.43,79.47,4.17,32.41,1956,0.27,0.26,124700,190100,302900,178200,414,564,700,286,656,29.1,19.4,13.4,0,0,4.34,43.16,58.64,79.62,88.35,15.3,1053.1,2.89,0,181.86
10511,2.76,11.97,74.43,0.29,31.59,14.73,25.5,11.69,13.39,0,0,21049,74.5,3.02,33.22,32.31,7.17,10.22,25904,11174,12548,5150,0,4803,9093,8002,2275,22.09,22.7,40.64,12.4,8.12,57.2,15.27,21.57,21.1,17.42,8.84,25.24,11.14,10.07,3.29,74.23,68.94,82.62,74.2,60.66,67.14,175,1.87,407,12.04,13.27,26.54,39.56,0.47,0.51,1.03,1.53,71.16,4.49,6.5,4.79,2.73,2.66,2.83,60.48,7.94,49.96,3,331,91.99,61.97,4.53,57.4,1960,12.15,1.16,30100,47400,71300,41200,177,236,304,127,317,25.5,20.1,13.7,0,0,3.88,87.16,54.85,90.03,98.19,5.9,1777.9,0,0,622.29
29721,2.34,3.52,95.13,1.03,1.7,10.52,18.8,9.27,22.59,29721,100,32704,64.97,0.48,54.7,41.16,4.52,26.5,37695,18875,19228,8871,22920,23131,9044,19684,1977,6.72,4.72,15.77,26.17,4.21,51.11,8.61,27.27,7.13,37.67,8.39,22.21,11.99,10.31,2.75,76.18,74.95,86.68,78.71,62.3,70.28,276,1.18,1797,6.73,7.12,9.74,13.69,0.41,0.43,0.59,0.83,91.96,0.7,2.01,1.41,2.32,2.37,2.13,78.76,1.07,43.28,3,1487,89.52,76.93,0.81,27.37,1975,1.73,0.08,71000,91500,128900,57900,335,449,576,241,544,28.3,21.8,12.7,0,0,6.05,22.65,46.85,70.75,77.44,26.1,1137.7,0.77,0,142.7
46521,2.63,4.64,88.62,1.92,8.65,13.62,34.3,15.44,3.99,45399,97.8,36006,93.03,0.77,35.3,10.85,1.81,5.86,41381,15316,15678,13438,14996,14650,10031,9588,2782,6.03,5.28,15.27,25.52,3.72,79.29,20.59,16.86,11.22,28.44,10.89,28.22,14.31,12.61,3.13,80.41,78.77,91.63,83.28,71.44,75.85,446,1.68,2210,13.3,18.37,36.7,53.76,0.63,0.87,1.74,2.55,89.57,2.34,4.25,2.99,2.61,2.91,2.29,57.74,4.74,46.59,3,2041,89.65,51.87,0.15,24.4,1982,4.37,0.06,65400,81600,96800,31400,352,406,491,139,486,23.8,23.1,13.2,0,0,4.76,50.16,32.41,55.33,81.64,37.3,1246.5,0.18,0,293.63
93613,2.56,2.57,73.69,18.6,15.23,12.82,31.54,15.24,9.11,93613,100,44707,84.92,0.62,49.09,18.5,5.81,13.36,49460,19676,21326,16199,16205,15061,13742,13688,5657,6.23,6.55,16.45,30.77,4.43,70.44,37.74,17.29,9.93,34.44,11.11,40.54,14.67,12.87,3.06,72.88,69.03,86.38,74.03,63.37,70.9,1366,2.33,21501,18.48,29.18,42.02,54.75,4.24,6.7,9.65,12.57,69.77,5.24,6.08,3.82,2.49,2.65,2.35,50.13,9.29,57.35,2,1328,96.49,47.07,1.81,14.31,1964,0.64,0.27,224200,270400,323900,99700,608,737,913,305,779,25.8,22.5,11.3,114,0,22.97,43.7,44.67,74.36,83.76,19,4937.4,2.44,4.17,482.97
22113,3.27,4.77,88.62,1.76,8.61,13.48,27.89,9.82,1.74,0,0,42743,95.62,0.24,36.73,6.38,1.33,5.44,43743,14070,14592,11297,12010,10021,8619,9313,630,2.85,2.61,10.07,21.46,4.49,80.02,20.78,14.48,10.97,25.15,6.98,20.03,9.94,8.47,3.51,88.01,86.39,93.56,89.42,72.49,76.89,91,0.76,1123,6.95,13.18,27.43,32.86,0.35,0.67,1.39,1.67,89.96,1.61,5.84,5.11,3.27,3.21,3.45,75.93,4.65,11.41,3,380,94.69,77.2,0.26,32.63,1980,1.41,0.08,59800,70300,85200,25400,484,534,588,104,687,24.7,23.1,13.5,0,0,5.06,48.16,42.45,60.44,83.45,12.1,1825.7,0.48,0,140.88
25355,2.71,1.34,96.16,0.99,4.03,13.05,27.09,12.85,11.67,0,0,38180,81.58,0.53,41.65,24.97,5.96,15.44,45276,15980,16186,14978,14250,11158,5396,8797,1119,4.45,10.52,23.28,23.37,6.78,65.29,27.16,22.68,15.88,27.79,7.57,30.86,10.25,8.98,3.16,77.77,76.4,87.91,82.35,60.19,71.12,405,2.33,2467,17.43,24.2,26.23,28.37,1.7,2.35,2.55,2.76,84.35,3.65,4.07,3.01,2.68,2.93,2.26,68.01,1.35,44.59,3,457,95.35,62.09,1.31,24.51,1962,1.52,0.14,137000,162000,190300,53300,338,493,630,292,553,25,23,15.1,23,0,9.72,68.28,59.71,77.73,89.66,15.1,1676.4,0.97,0,15.14
10401,3.06,1.31,81.35,2.64,28.44,14.92,27.26,11.75,7.16,0,0,36710,84.58,2.75,33.23,17.31,4.11,14.21,39235,13984,14900,6778,36051,19091,7964,9118,687,6.65,11.12,23.11,18.18,8.25,64.89,12.55,23.66,14.84,22.89,8.64,26.02,11.67,10.17,3.35,78.42,76.8,92.53,71.43,56.87,69.11,150,2.11,1396,7.95,18.7,29.8,35.46,1.07,2.51,4,4.76,72.76,7.33,7.43,6.17,3.04,3.02,3.09,65.93,9.81,33.7,3,151,95.75,66.48,0,9.93,1974,2.59,0.34,111700,139500,168900,57200,387,484,598,211,542,25.4,23.7,11.3,0,0,13.42,56.81,51.43,77.9,92.6,3.9,2642.5,0.15,0,395.6
17728,2.76,1.46,97.34,0.73,2.28,12.78,23.63,11.04,13.59,17728,100,37539,78.25,0.56,54.89,28.77,2.17,19,43657,15609,15681,3032,0,30560,16372,10484,581,3.43,6.52,17.03,20.94,5.35,61.04,20.46,27.95,11.3,29.18,7,25.58,9.63,8.39,3.15,84.02,82.86,95.71,88.37,55.9,70.28,110,0.8,1023,2.35,2.93,3.91,10.36,0.14,0.17,0.23,0.6,89.14,1.46,4.1,3.04,2.64,2.9,2.01,78.47,1.45,36.5,3,154,97.66,71.62,0.65,26.62,1967,0.53,0.18,62700,80300,97500,34800,325,397,461,136,476,25.6,17.9,12.6,0,0,5.77,64.76,58.26,88.4,91.48,8.2,2168.3,1.09,9.41,54.99
77759,2.64,35.49,62.85,1.34,0.77,23.36,38.8,26.5,10.61,77759,100,19568,76.89,0.5,33.56,24.15,8.16,13.04,28731,11469,14469,6306,11096,7372,2262,5757,18455,26.72,11.4,27.92,27.29,6.93,51.72,11.73,39.97,11.82,31.48,8.85,46.5,12.31,10.68,3.05,61.94,55.03,67.95,63.08,66.46,72.86,4261,8.49,1656,43.9,55.31,58.88,65.94,0.93,1.18,1.25,1.4,95.93,0.43,5.06,2.98,2.35,2.59,2.14,51.61,3.52,52.3,2,1727,94.46,46.86,3.07,39.09,1967,5.8,0.62,44500,62900,89600,45100,174,258,339,165,342,31.7,19,12.6,17,11,2.13,72.02,45.46,69.1,84.99,48.8,1593.9,0.47,11.31,1246.89
19833,2.44,3.72,95.24,0.49,0.79,13.58,27.21,13.3,13.31,19833,100,25372,77.73,0.83,40.87,28.62,4.89,18.76,30792,12127,12316,9106,5537,3672,5927,3893,1782,9.3,9.72,25.4,9.84,5.79,61.6,20.64,18.05,18.84,17.74,12.44,25.67,16.64,14.76,2.95,70.62,68.29,80.12,76.77,68.95,73.74,217,1.38,190,17.89,33.16,36.84,36.84,0.17,0.32,0.35,0.35,97.43,0.64,2.87,1.89,2.37,2.61,2.05,62.43,1.47,50.48,2,496,94.26,56.59,2.42,21.98,1966,4.18,0.13,40500,49200,63400,22900,251,308,369,118,379,25.2,16.9,12.4,10,0,0.96,47.99,52.82,75.01,86.19,8.8,2254.8,0.38,0,225.01
24152,2.89,1.99,90.35,7.23,2.83,13.64,22.18,10.86,11.06,24152,100,75221,83.12,0.59,69.77,25.51,2.25,15.89,85531,34752,36030,15768,19624,25088,38614,26998,502,2.1,2.37,6.57,56.4,3.11,64.33,13.1,32.71,3.88,53.61,3.78,26.91,7.12,5.56,3.26,89.59,89.01,97.42,91.67,34.57,51.41,230,1.34,3307,19.14,28.33,39.28,46.66,2.62,3.88,5.38,6.39,85.46,1.94,4.33,3.46,2.87,3.05,2.17,83.74,1.1,21.82,3,312,96.4,78.57,2.24,28.53,1945,0.13,0.33,233600,299800,421400,187800,676,867,1001,325,912,25.5,22.7,15,8,0,13.69,38.46,64.1,81.14,84.9,6,4033.9,14.09,0,80.84
20456,2.82,0.74,98.12,0.79,1.2,13.54,24.64,12.44,12.2,17583,85.96,45763,82.39,0.98,51.39,28.28,3.64,18.02,50732,17778,17802,13214,6780,17204,26284,16011,625,3.08,10.09,23.77,19.95,5.12,68.57,28.95,26.21,14.94,29.15,6.65,28.2,8.89,7.81,3.21,83.4,81.96,88.34,84.6,58.22,73.67,119,0.79,1813,5.9,8.05,9.27,10.48,0.52,0.71,0.82,0.93,86.34,1.58,4.32,3.38,2.8,2.97,2.19,82.89,1.1,32.58,3,268,96.44,78.16,3.36,42.91,1958,0.85,0.52,130500,157800,193600,63100,338,489,597,259,562,24.2,21.8,13.4,0,0,8.86,71.08,64.57,80.12,95.32,30.2,677.2,0.76,0,204.98
14090,2.65,2.09,92.15,4.9,1.18,23.71,41.21,29.24,11.83,0,0,18784,74.69,0.8,44.6,25.54,6.94,16.61,26982,10247,10312,6819,5467,11689,14330,10003,2667,22.38,11.83,23.16,28.32,6.71,49.32,7.43,37.38,9.38,31.65,5.75,51.68,12.86,9.02,2.91,73.08,71.4,77.78,77.74,54.88,66.34,111,1.23,847,46.16,55.73,65.88,67.89,2.78,3.35,3.96,4.08,92.29,0.64,2.68,1.65,2.25,2.45,2.08,52.09,2.75,53.2,2,548,90.66,47.99,0.36,35.04,1967,5.15,0.29,36600,49500,68900,32300,168,232,315,147,295,26.6,16.8,11.6,0,0,6.01,58.99,33.05,52.35,78.33,8.3,1691.1,0.11,0,167.73
20183,2.97,7.85,63.76,0.38,44.2,15.64,28.64,13.92,8.99,0,0,25773,79.74,1.98,31.57,22.6,6.59,9.75,29920,10268,12736,5981,27831,7733,5806,6098,4304,21.54,23.45,41.17,9.4,6.18,64.63,15.55,23.55,17.96,15.13,10.69,27.61,13.75,12.28,3.44,72.11,66.33,79.26,74.92,69.07,73.75,361,2.04,1943,12.61,20.38,29.85,47.71,1.21,1.96,2.87,4.59,60.98,7.72,9.8,7.52,2.94,2.92,2.97,54.83,13.65,53.37,2,616,91.7,55.23,5.19,61.2,1972,12.95,0.66,38400,53100,68600,30200,222,286,354,132,375,24.8,18.6,13.9,3,0,9.63,76.54,51,84.36,94.63,11.7,1725.6,0.08,0,1199.22
11038,2.71,39.8,57.15,0.47,4.98,14.4,27.4,12.96,13.97,11038,100,24887,70.48,0,29.28,32.69,11.79,22.73,29013,10570,12938,7544,6448,8008,4820,7335,2005,18.19,9.82,32.4,10,6.87,55.49,20.93,29.34,18.2,14.86,10.39,40.58,14.87,12.89,3.28,49.04,42.71,58.04,47.54,56.46,67.78,1318,13.77,315,5.08,21.59,43.49,48.89,0.14,0.62,1.24,1.4,90.82,2.52,8.45,5.84,2.68,2.85,2.5,54.04,3.46,38.83,3,313,92.87,50.74,19.81,54.95,1939,6.42,0.25,49700,67300,86600,36900,226,359,461,235,435,28.1,23.3,14.5,60,0,2.85,82.53,59.46,91.36,94.97,1.9,5750.2,4.79,0,1054.23
13559,2.74,0.54,90.34,2.79,9.67,16.64,30.23,16.91,12.14,13559,100,24162,75.28,0.35,39.93,28.91,5.64,16.64,31674,10759,11277,10712,6280,7191,4581,5005,2007,15.78,9.86,24.3,20.43,6.16,58.31,26.93,26.24,19.83,23.39,9.54,31.54,12.39,11.06,3.17,76.31,72.13,86.3,78.17,58.39,68.65,83,0.82,861,26.13,34.49,42.86,56.68,1.66,2.19,2.72,3.6,89.45,2.46,7.2,4.75,2.57,2.75,2.39,54.07,5.34,50.45,2,156,96.94,50.61,4.49,36.54,1970,5.2,0.49,54200,66000,80500,26300,258,329,394,136,370,27.2,18.7,12.3,0,0,6.35,44.95,41.26,71.62,82.76,4.3,3171,2.1,0,126.61
133850,2.34,2.88,86.07,4.86,11.11,12.38,28.35,14.27,10.86,133850,100,28388,81.73,0.81,36.04,21.87,4.38,12.84,36200,16091,17215,9089,9753,11120,7312,8857,15085,11.52,5.49,18.06,22.41,5.5,68.54,6.23,19.12,10.43,24.98,17.16,33.52,20.23,18.67,2.92,68.12,65.38,76.5,68.13,65.79,73.31,2566,3.01,15962,22.81,34.48,46.12,58.09,2.72,4.11,5.5,6.93,84.06,3.25,4.87,2.78,2.26,2.43,2.14,45.77,6.67,64.77,2,4098,93.32,42.61,0.71,14.42,1973,6.61,0.65,86400,109600,146300,59900,337,419,517,180,492,26.9,23.3,12.2,577,32,11.93,23.58,31.66,65.4,69.62,59.6,2247,5.12,5.02,687.49
20123,2.64,21.19,76.52,1.39,2,15.16,27.96,13.49,10.46,0,0,26276,78.75,1.24,37.76,24.72,7.83,18.63,31299,12389,14110,6672,5937,7096,10455,8634,3014,15.04,10.19,23.09,23.16,5.45,61.82,18.18,22.93,15.89,29.44,8.88,24.35,12.37,10.72,3.07,75.01,69.74,74.21,78.03,54.97,65.08,426,2.66,633,23.06,28.12,31.75,37.28,0.73,0.88,1,1.17,93.8,0.51,3.91,2.91,2.61,2.67,2.51,64.47,2.5,33.51,3,830,90.2,63,0.72,34.1,1973,9.72,0.52,44500,64500,86300,41800,174,271,369,195,361,23.6,20,12.3,8,0,3.13,52.53,47.05,65.64,75.57,32.1,625.9,0.39,0,1002.66
12287,2.77,0.1,98.54,0.21,0.72,15.72,28.99,13.12,5.31,12287,100,29661,88.74,1.74,37.71,16.86,3.85,7.64,33274,11389,11444,700,8964,888,10044,12176,911,7.44,7.3,14.45,14.91,4.1,78.26,11.37,20.77,14.69,18.74,7.9,28.37,12.01,9.98,3.28,79.91,81.08,93.35,81.56,81.02,86.43,113,1.29,100,0,0,0,7,0,0,0,0.06,96.38,0.36,3.47,2.62,2.77,3.15,2.11,72.53,2.14,41.43,3,144,96.85,63.93,1.39,24.31,1973,1.94,0.15,51500,64000,76100,24600,229,298,347,118,338,23.4,21.3,12.7,0,0,0.81,65.68,51.87,80.82,89.87,7.3,1674.9,0.05,0,43.37
12035,2.53,17.63,81.33,0.42,1.09,13.88,25.71,13.49,15.16,0,0,25384,74.85,0.42,34.75,32.22,9.73,13.5,31778,14086,15684,6879,404,13099,6290,12220,1745,14.89,19.62,39.17,14.2,5.73,60.56,32.1,18.99,24.03,23.42,11.83,25.71,14.14,13.09,3.02,68.13,62.89,71.28,63.83,71.98,76.62,413,3.99,117,14.53,14.53,27.35,34.19,0.14,0.14,0.27,0.33,96.56,0.64,3.53,2.44,2.45,2.57,2.29,60.22,2.9,45.56,3,409,92.09,57.5,0.73,34.96,1968,10.71,0.56,48300,69500,97400,49100,173,285,375,202,373,25.8,19.9,12.2,5,0,0.97,76.98,49.33,81.56,91.7,24.6,488.7,0.24,0,716.27
61018,2.75,70.08,22.43,2.17,10.58,14.76,29.55,13.99,8.45,61010,100,30529,80.91,0.28,25.34,22.77,11.57,10.7,35806,12982,14631,12601,14863,17166,8575,9385,7500,12.38,10.72,34.13,11.83,9.91,63.77,18.07,25.05,20.58,18.05,11.68,43.75,14.82,13.37,3.39,51.36,45.93,67.24,55.83,70.11,74.98,5949,14.4,12026,14.31,25.16,37.09,50.16,2.82,4.96,7.31,9.89,75.9,4.65,11.09,7.39,2.74,3.31,2.47,39.19,10.14,70.23,2,2130,91.24,32.44,5.16,28.73,1951,7.15,0.88,90000,116800,142500,52500,398,500,586,188,561,26.8,24.9,18,6,27,19.71,51.29,54.7,83.44,88.33,3.1,19984.9,19.9,1.86,2423.47
31585,2.43,1.4,89.31,6.98,6.65,10.27,24.1,10.07,10.55,31585,100,46885,81.66,0.6,54.34,20.94,3.48,16.51,53641,21950,22457,21723,14713,18600,14042,17071,1129,3.63,2.42,7.6,35.36,3.2,70.91,9.82,24.08,5.52,39.24,11.81,30.31,15.96,13.96,2.93,78.37,76.69,91.43,79.15,62.99,72.29,190,0.92,3461,13.72,20.17,29.85,36.15,1.5,2.21,3.27,3.96,87.53,1.55,2.84,1.83,2.39,2.59,2.08,67.12,2.34,41.43,3,649,95.25,62.17,1.39,9.71,1968,0.53,0.04,185100,229400,288400,103300,574,696,896,322,759,27.9,25.9,11.5,3,22,10.96,52.54,45.39,70.64,87.27,7,4489.1,10.45,0,534.69
354202,2.91,8.3,59.18,12.52,29.87,15.24,29.81,14.69,8.98,354202,100,24923,74.09,0.98,30.81,22.5,19.61,13.2,28336,11528,14818,7519,9110,6208,6595,7044,83108,24.04,15.86,30.99,19.09,8.52,55.69,9.2,27.67,12.25,27.66,10.89,34.97,16.43,13.8,3.43,63.59,60.87,69.84,66.27,45.13,54.85,17037,6.28,60735,22.07,33.98,44.86,59.59,3.78,5.83,7.69,10.22,66.92,9.85,11.46,7.96,2.84,2.75,2.93,46.61,13.15,55.94,2,7597,94.13,48.22,4.54,22.48,1970,4.18,0.81,62100,80300,107000,44900,296,369,451,155,441,30.1,22.6,12.3,668,124,17.15,58.39,40.03,77.37,89.63,102.7,3448.5,2.17,9.79,1418.55
