AT,V,AP,RH,TARGET
23.4,72.99,1009.48,88.82,438.51
23.5,50.78,1008.7,57.7,445.09
17.54,58.49,1012.35,91.56,453.02
8.67,40.77,1011.81,89.4,479.23
19.72,65.94,1010.53,82.12,446.84
9.41,40.43,1025.68,79.49,492.88
25.1,43.77,1010.9,49.68,444.99
27.58,73.06,1009.63,88.31,438.1
28.61,52.84,1006,45.73,437.39
25.34,69.48,1008.4,74.79,433.81
6.84,39.4,1011.9,93.75,484.09
8.53,38.18,1017.54,76.49,480.86
25.3,71.29,1007.86,62.98,437.17
17.27,44.9,1007.85,78.8,454.19
13.43,40.1,1015.82,87.9,471.77
13.9,39.54,1007.01,81.33,471.16
30.2,70.02,1009.85,63.39,437.48
29.75,73.5,1011.13,67.31,433.63
17.31,44.71,1017.43,35.4,463.05
16.58,45.87,1009.66,97.59,457.8
27.74,70.32,1009.58,50.29,433.47
16.16,52.05,1013.19,75.37,463.09
22.33,59.8,1016.84,67.09,450.07
13.92,39.39,1012.94,80.52,471.81
27.62,63.9,1013.11,43.56,442.89
12.48,39.85,1012.93,60.23,477.17
19.5,40.79,1003.8,89.45,457.09
29.56,70.4,1006.49,82.95,432.85
16.79,44.6,1014.27,48.08,459.48
6.65,40.69,1020.11,89.84,479.35
24.39,58.41,1013.65,80.93,445.39
25.99,49.82,1015.95,58.56,452.09
14.12,39.4,1008.02,76.45,468.63
24.19,68.94,1007.37,70.83,439.52
8.95,36.18,1014.08,76.94,478.07
30.07,70.04,1010.84,55.74,426.35
30.1,66.25,1009.38,65.41,434.99
22.89,74.78,1009.79,81.57,443.7
23.87,50.39,1012.96,76.05,452.59
21.32,45.01,1012.23,59.94,452.75
29.93,71.85,1008.43,66.64,426.82
23.55,58.79,1010.78,78.47,447.01
11.04,39.96,1025.75,94.44,468.84
20.92,70.02,1010.23,95.58,444.64
16.32,43.14,1014.72,70.43,465.38
17.14,40.55,1000.05,71.41,461.21
29.07,51.43,1006.22,61.58,438.79
15.79,44.89,1010.19,84.61,458.09
7.64,42.28,1008.46,84.29,484.78
23.29,49.3,1003.88,74.12,442.11
6.31,42.07,1004.61,77.74,483.27
26.06,54.5,1015.52,67.12,451.67
12.55,39.58,1010.68,76.9,472.31
19.78,62.1,1019.72,78.36,450.43
24.42,66.56,1002.04,84.7,434.18
9.48,44.68,1023.29,92.9,478.66
13.71,43.41,1015.45,69.26,466.06
24.08,49.3,1003.23,70.42,443.46
25.44,56.57,1013.8,66.72,444.61
24.44,47.93,1003.13,67.04,440.53
13.63,40.92,1021.89,80.5,462.4
26.33,61.41,1011.9,52.1,452.79
16.85,42.24,1017.43,66.01,472.63
22.08,45.61,1014.02,75.71,456.71
12.36,40.56,1022.11,72.99,474.71
16.81,42.42,1008.95,74.25,462.19
22.35,63.47,1013.21,82.52,440.11
15.59,52.75,1024.3,59.93,458.87
25.93,69.34,1008.91,79.43,434.08
17.79,40.12,1012.74,79.03,459.13
24.4,41.1,1002.14,38.75,451.66
9.43,41.4,1028.81,85.83,475.8
28.02,63.9,1013.96,46.2,444.42
25.16,68.08,1010.89,70.16,435.78
28.02,71.77,1006.5,72.41,428.58
29.28,65.71,1013.76,48.05,445.49
32.16,71.32,1005.5,60.23,434.01
32.56,68.94,1007.12,58.18,425.61
26.11,62.44,1010.68,72.59,438.87
24.15,64.63,1020.72,58.06,448.87
26.93,67.07,1005.65,60.26,437.76
14.27,44.34,1018.95,71.44,470.98
27.59,54.2,1013.1,51.61,439.31
17.19,58.86,1016.74,85.97,451.87
18.12,63.09,1019.32,89.21,449.65
8.54,38.08,1019.75,71.24,478.31
13.08,43.14,1019.39,99.74,467.06
13.97,40.24,1018.32,88.72,467.93
23.84,49.21,1013.85,50.36,447.09
24.66,57.43,1013.17,71.82,445.41
17.43,63.09,1019.87,92.77,449.36
33.13,74.34,999.57,48.34,433.73
14.46,45.87,1008.26,89.44,458.69
18.03,53.16,1013.02,81.95,456.55
8.14,39.96,1023.41,88.86,477.05
26.44,69.34,1009.55,73.18,440.43
12.91,41.66,1013.37,71.52,469.71
20.78,68.28,1008.75,60.87,450.57
28.54,76.86,1000.09,74.67,433.35
12.2,39.72,1018.07,54.83,471.33
28.52,70.72,1009.64,66.76,437.72
14.38,44.78,1010.8,66.58,459.66
9.05,36.3,1027.44,74.85,479.43
7.33,41.16,1023.17,92.43,466.16
32.95,75.08,1005.32,47.7,436.3
25.21,69.48,1010.99,75.27,436.02
27.81,64.69,1006.59,71.75,437.02
20.02,58.66,1011.5,76.74,454.21
11.48,36.18,1017.03,61.62,469.44
25.04,51.95,1005.56,66.53,449.45
29.86,64.79,1017.37,44.8,439.89
23.88,69.94,1007.48,61,440.63
9.37,42.32,1015.15,82.96,477.57
25.05,58.59,1013.37,66.14,442.93
10.52,41.78,1013.54,71.52,474.58
7.29,40.96,1023.01,90.78,488.65
23.63,60.37,1005,81.66,440.74
12.62,40.83,1010.06,81.52,470.94
18.21,39.54,1009.81,70.92,461.73
13.49,43.41,1015.75,57.86,461.06
28.68,73.77,1004.72,87.01,431.66
32.32,67.9,1006.08,37.93,428.12
9.87,41.82,1033.04,68.57,475.58
22.91,61.86,1012.8,92.69,441.24
11.61,41.17,1019.57,58.82,476.81
22.11,59.8,1016.86,70.14,450.62
7.39,39.85,1011.63,83.61,487.84
12.07,39.99,1009.7,93.27,473.06
8.77,40.46,1019.68,77.84,475
24.18,58.49,1011.3,77.82,445.49
22.25,43.79,1015.78,52.68,461.93
6.86,41.17,1020.12,79.14,490.23
13.24,54.3,1017.05,81.99,467.81
14.05,39.59,1011.2,94.54,464.63
27.51,71.29,1009.43,76.92,430.42
15.74,71.14,1019.65,65.94,457.29
17.18,46,1002.74,100.1,454.02
4.73,41.31,999.77,93.44,486.6
29.36,68.94,1007.5,79.91,431.39
28.35,71.14,1010.65,60.38,429.21
7.48,38.5,1014.01,77.35,488.43
24.51,51.86,1014.64,67.57,446.74
16.39,41.67,1012.96,61.07,467.68
19.58,50.12,1009.82,100.1,449.44
16.64,53.82,1015.13,68.24,459.01
4.96,45.87,1007.32,98.78,481.88
22.18,59.8,1016.77,73.16,453.24
19.7,51.3,1014.88,88.1,454.94
29.09,72.43,1006.86,65.47,427.3
28.71,51.43,1006.4,64.79,440.17
26.89,70.32,1012.39,87.17,435.56
25.21,51.43,1006.43,78.55,439.01
11.88,40.64,1020.5,85.43,470.06
22.07,58.95,1017.98,75.83,442.4
31.46,71.8,1010.75,54.88,434.96
29.54,69.48,1008.91,56.07,427.82
26.94,62.91,1011.68,41.3,449.1
8.53,40.77,1009.85,90.95,481.03
9.74,41.01,1019.12,98.39,465.8
13.45,45.87,1008.73,87.06,464.88
29.42,56.9,1006.51,53.6,439.51
14.62,42.86,1015.56,84.5,470.79
33.5,70.8,1008.99,57.24,433.19
14.95,42.74,1027.66,66.71,464.31
21.32,49.02,1008.81,85.81,445.65
21.64,44.05,1007.73,74.79,447.96
19.46,46.33,1013.77,89.62,452.11
23.56,49.16,1003.31,66.98,445.36
16.55,46.18,1009.97,96.54,455.8
13.33,38.47,1015.42,58.27,466.26
21.95,57.76,1018.02,67.72,452.27
7.71,40.77,1021.93,87.04,482.19
18.81,52.08,1004.43,99.6,450.87
24.22,61.86,1013.39,80.11,442.65
25.21,59.21,1013.19,62.85,438.7
17.37,57.76,1016,86.59,456.4
22.29,61.27,1019.05,58.23,449.81
22.34,52.84,1004.05,73.96,449.06
30.74,73.67,1005.79,57.89,428.92
21.81,60.27,1015.93,91.38,441.85
22.33,70.79,1006.02,93.35,436.74
14.05,40.69,1015.66,74.39,470.9
9,39.18,1024.38,84.91,483.26
14.54,42.77,1019.61,81.82,466.37
26.58,70.98,1008.96,77.36,434.41
10.27,40.64,1020.63,84.6,474.99
4.93,38.44,1015.65,71.47,485.01
17.67,45.09,1014.26,51.92,457.67
27.87,70.79,1003.96,72.17,428.41
17.48,44.71,1014.99,36.71,465.61
27.05,75.33,1003.88,82.94,433.57
7.24,41.17,1020.35,80.56,486.76
6.49,35.57,1025.4,79.67,486.8
30.18,61.5,1009.8,36.81,436.92
13.18,37.91,1018.09,88.84,469.63
12.38,40.6,1013.86,85.35,472.53
31.68,70.79,1004.05,54.5,429.55
20.74,49.69,1010.91,69.1,454.59
8.93,40.46,1019.03,71,472.77
21.5,61.5,1008.43,78.13,447.83
18.41,49.69,1006.66,80.55,454.97
22.4,70.94,1008.06,84.52,440.04
33.41,77.95,1010.3,59.72,432.9
22.97,64.15,1021,70.61,450.07
16.36,43.99,1021.34,85.13,465.81
10.68,38.38,1020.79,72.33,476.22
23.09,69.13,1010.93,90.07,436.67
24.34,70.79,1006.82,85.66,433.83
28.16,71.94,1007.69,68.17,430.46
29.31,64.84,1010.49,53.97,442.11
24.04,59.43,1007.6,76.98,437.51
21.39,64.27,1011.71,95.39,445.12
24.82,57.19,1007.82,71.46,439.91
7.87,43.02,1014.67,83.58,485.61
18.9,60.07,1016.02,71.38,451.5
20.53,54.9,1016.61,61.28,454.67
23.04,57.32,1011.23,64.27,442.01
29.98,76.09,1007.62,75.6,432
23.64,63.31,1014.5,61.83,440.7
14.2,40.92,1022.26,71.71,460.42
15.48,53.82,1016.1,64.77,462.69
11.6,39.96,1011.65,80.79,473.22
6.94,38.91,1018.94,90.64,485.12
20.77,43.77,1010.76,63.12,453.46
21.53,70.02,1010.33,95.95,440.93
18.32,39.53,1008.15,64.85,454.44
10.13,38.16,1013.57,79.04,474.92
27.33,73.18,1012.26,82.18,429.38
20.15,49.5,1013.47,66.7,462.65
24.26,69.51,1013.43,53.23,442.56
13.67,54.3,1015.92,75.42,467.87
15.54,41.23,995.45,83.73,463.06
15.04,38.01,1022.46,78.29,468.12
14.24,45.01,1013.54,88.68,461.64
11.68,40.55,1022.21,85.76,475.13
19.31,52.72,1024.93,53.93,455.25
26.63,74.16,1009.72,83.26,436.03
21.52,66.51,1015.32,72.85,444.87
14.62,43.99,1023.6,86.7,461.88
16.53,53.29,1018.64,87.47,463.32
14.68,58.2,1018.5,83.3,458.51
23.62,68.63,1013.18,50.57,447.3
29.92,67.22,1014.09,50.62,444.78
15.95,42.24,1017.71,69.32,465.35
7.84,43.52,1022.23,96.51,483.79
24.45,68.63,1013.38,45.35,446.33
20.84,59.8,1016.96,75.05,451.13
13.13,50.59,1020.26,87.44,470.03
25.33,48.6,1002.54,68.45,442.48
28.9,60.07,1015.96,45.06,440.62
17.15,43.69,1017.05,63.36,463.88
29.08,52.84,1006.14,40.09,438.24
25.93,66.56,1004.97,76.35,433.25
24.19,46.93,1013.4,49.39,446.3
8.27,38.56,1016.47,66.6,485.31
8.01,41.66,1014.49,76.72,485.13
14.28,43.02,1012.97,49.44,467.83
28.76,51.43,1011.88,49.79,449.98
25.88,61.47,1007.93,68.71,445.65
26.8,72.58,1008.94,78.24,428.62
5.43,39.9,1007.5,86.27,487.84
23.39,63.21,1011.91,84.57,448.3
22.06,59.21,1012.84,87.06,442.31
16.24,41.93,1021.66,44.91,467.69
8.3,36.3,1015.97,60.62,480.58
24.31,67.79,1010.64,76.15,444.72
6.71,40.72,1022.78,80.69,483.11
31.54,77.24,1008.23,70.19,431.27
20.21,59.14,1016,70.38,448.79
9.83,38.56,1017.35,62.8,480.47
17.89,44.6,1014.48,42.51,463.99
7.14,44.71,1019.98,71.9,487.71
29.74,70.32,1008.1,52.72,432.69
19.79,44.9,1008.66,72.68,455.59
10.53,41.26,1007.48,98.74,475.96
8.06,39.96,1024.23,94.48,476.03
28.44,74.93,1013.88,52,441.52
28.21,73.06,1008.26,86.29,430.46
22.25,60.84,1018.07,73.67,443.99
22.42,60.08,1017.71,67.46,452.31
15.35,41.79,1008.38,81.13,455.54
15.82,44.88,1018.59,78.88,461.9
21.45,45.09,1013.83,52.26,453.15
6.25,39.04,1019.65,71.27,484.14
8.75,36.3,1015.61,57.53,480.4
13.25,41.62,1010.8,77.81,457.64
27.36,63.31,1013.7,51.58,440.4
22.76,57.5,1014.75,74.38,451.7
14.75,40.66,1016.7,81.65,463.83
34.2,68.14,1002.7,56.09,427.05
28.92,61.02,1011.19,56.13,436.76
24.35,58.79,1010.13,72.1,448.19
30.95,73.06,1008.86,74.86,431.77
15.23,44.9,1007.75,81.34,456.07
17.89,42.42,1008.92,65.08,467.59
25.15,68.61,1011.03,53.59,447.91
11.02,41.17,1018.18,86.86,477.62
18.01,62.26,1011.89,89.29,451.14
8.19,40.69,1019.86,85.23,477.76
8.77,42.49,1010.7,86.78,469.1
4.04,35.47,1017.51,87.35,486.86
28.36,60.23,1010.05,53.03,441.08
27.17,61.25,1013.03,70.43,435.9
14.17,42.86,1030.94,66.47,466.2
24.69,71.73,1010.13,70.54,436.78
24.99,58.79,1016.37,67.16,439.2
31.95,67.17,1007.11,61.58,432.6
5.96,36.25,1029.4,88.63,488.2
31.23,68.67,1005.82,52.1,436.58
11.67,44.6,1018.09,92.53,467.96
18.12,58.95,1017.82,86.16,449.28
25.21,65.34,1013.94,65.04,446.68
17.32,43.7,1015.13,61.66,464.5
24.39,70.72,1009.78,82.25,442.04
25.09,65.38,1009.99,54.28,453.58
18.31,42.23,1012.88,79.32,464.45
15.47,38.73,1001.13,77.61,467.96
32.98,73.88,1006.31,47.55,440.28
10.66,37.5,1009.42,95.86,472.86
26.69,70.36,1006.82,68.29,435.04
24.2,50.78,1008.74,59.32,443.09
23.53,72.24,1010.84,94.33,436.69
18.34,44.63,1000.76,89.27,455.22
16.25,40.89,1011.09,62.7,464.33
28.93,74.78,1009.48,56.4,437.34
14.9,52.05,1015.11,77.33,464.82
18.95,46.21,1013.47,81.22,457.58
25.06,74.33,1014.05,69.02,437.27
6.67,39.37,1019.99,75.61,486.84
26.71,76.86,1002.86,74.5,437.31
19.94,61.87,1009.7,66.6,445.97
18.94,48.7,1007.82,92.88,453.36
7,35.77,1018.21,64.84,482.8
18.04,44.88,1017.96,66.3,461.13
18.28,45,1022.47,43.03,471.42
29.67,71.98,1005.16,67.75,425.14
9.99,41.82,1033.14,68.36,475.75
26.68,59.92,1009.94,70.57,438.67
9.98,39.66,1017.32,77.78,481.64
22.79,50.78,1008.65,58.39,447.12
22.63,58.49,1010.94,72.7,448.38
10.09,41.62,1015.21,96.56,463.86
22.89,62.39,1007.84,88.16,448.13
27.72,69.88,1007.58,72.25,434.02
6.41,40.81,1026.57,93.51,484.49
25.44,69.59,1008.22,80.73,433.97
7.99,36.08,1020.08,83.2,481.35
12.34,43.22,1009.28,78.23,468.52
30.91,79.74,1006.92,56.32,433.84
28.28,56.9,1006.38,64.99,445.61
29.82,43.21,1011.52,63.54,433.31
17.73,43.72,1009.33,76.68,453.94
23.97,63.86,1018.09,57.62,441.65
22.93,62.26,1011.25,83.66,438.34
21.71,65.27,1013.24,63.58,444.91
12.65,44,1023.03,88.73,471.46
27.22,69.04,1008.89,70.62,440.85
23.64,69.94,1005.2,64.53,439.66
8.51,34.69,1026.96,75.34,481.83
24.78,68.63,1013.96,43.7,448.43
15.14,39.72,1002.96,72.52,460.15
30.2,69.59,1008.9,67.32,434.66
23.22,69.04,1009.65,89.05,448.6
19.83,59.44,1012.98,91.24,446.15
26.54,66.51,1015.39,51.22,440.04
22.55,47.45,1008.65,67.9,447.42
27.55,65.59,1011.6,63.99,440.53
12.64,41.26,1020.79,83.66,465.78
26.76,71.94,1008.81,64.62,432.49
28.41,75.6,1018.48,56.07,440.28
30.93,61.5,1009.81,41.46,437.35
29.86,69.34,1007.76,54.12,433.57
9.06,39.66,1019.64,76.98,479.53
30.54,67.45,1014.37,32.97,431.35
26.33,64.45,1013.12,43.31,450.67
8.94,41.38,1021.5,79.45,479.95
30.68,69.68,1012.86,56.56,438.68
23.02,59.21,1011.74,83.18,440.5
34.48,74.34,1000.91,42.61,433.94
25.67,58.59,1013,62.34,451.03
21.97,68.12,1012.53,75.12,443.39
28.82,77.24,1008.35,78.93,433.69
11.48,42.02,1000.29,94.76,471.43
14.97,58.2,1019.52,81.13,458.68
26.75,43.21,1012.29,87.28,430.45
18.01,54.9,1017.04,77.82,455.91
8.16,39.72,1020.54,82.11,480.21
26.14,61.02,1010.13,66.71,436.17
31.01,71.37,1003.4,55.06,430.82
23.72,66.48,1003.61,73.75,436.62
11.73,37.92,1008.24,65.13,472.04
23.15,69.48,1011.07,85.83,436.16
30.02,68.24,1009.8,65.73,429.5
27.92,69.23,1013.21,44.43,435.62
11.52,40.75,1016.23,85.18,477.19
17.5,42.44,1012.55,76.85,466.78
21.41,59.43,1010.27,74.54,442.85
13.83,44.45,1021.5,68.75,462.6
32.31,77.95,1010.15,62.17,430.15
28.83,71.32,1006.28,75.65,437.99
19.79,60.1,1010.47,84.04,452.41
28.59,69.84,1003.79,67.31,427.53
6.89,39.37,1020.21,74.17,486.9
30.98,67.45,1015.18,45.4,433.59
20.71,58.18,1007.63,98.44,447.06
14.23,46.18,1017.39,87.29,463.86
27.73,67.69,1007.47,59.42,431.72
23.83,58.79,1009.77,78.13,444.34
8.51,40.78,1023.51,89.84,471.11
24.96,74.99,1008.25,80.52,440.91
13.51,44.9,1019.29,77.24,464.86
6.74,36.08,1020.36,86.98,484.18
12.97,49.83,1008.69,91.49,452.07
22.99,60.77,1017.97,78.47,447.62
21.03,67.45,1015.01,68.59,447.11
28.51,76.09,1007.88,78.2,438.28
16.62,54.3,1017.99,63.76,459.59
14.22,45.01,1014.17,70.14,464.06
20,69.48,1011.05,85.51,448.79
16.64,43.14,1019.03,82.88,459
3.92,41.31,999.22,95.26,487.35
16.17,38.01,1022.19,70.99,462.54
29.94,65.74,1012.4,46.94,440.54
13.26,40.83,1007.97,90.63,472.14
29.12,73.06,1009.98,80.21,434.9
26.36,73.68,1013.99,86.44,430.39
30.22,68.3,1014.91,34.9,434.3
28.44,67.07,1006.08,50.42,433.15
10.89,44.2,1018.3,86.32,479.16
24.26,68.14,1005.09,59.49,438.79
14.94,42.77,1018.06,75.35,460.51
5.99,35.79,1011.56,91.69,484.82
25.47,65.34,1015.3,50.31,445.39
30.96,69.82,1009.6,51.55,438.74
24.5,58.66,1011.54,57.92,451.03
32.69,72.86,1003.57,56.84,431.76
22.73,63.73,1009.12,94.8,441.75
10.01,43.7,1015.73,91.97,479.24
15.24,45.87,1009.46,85.95,456.33
25.76,65.48,1017.82,54.77,441.14
12.89,36.71,1013.36,87.29,475.13
11.45,41.17,1017.98,84.64,476
22.99,46.21,1010.71,60.11,444.36
6.62,41.14,1027.33,86.24,479.74
24.34,62.96,1019.7,61.44,446.09
15.55,43.02,1011.97,44.66,466.2
11.46,39.1,1010.17,100.15,470.55
12.91,40.73,1017.66,93.66,464.61
27.31,65.12,1016.05,45.98,440.06
21.61,49.39,1019.41,78.2,449.26
10.63,39.61,1020,72.42,476.99
22.78,49.16,1002.29,64.28,444.99
24.62,58.66,1011.43,56.61,449.8
10.42,43.79,1016.22,90.75,474.79
15.64,44.21,1020.17,83.28,462.42
21.25,44.05,1005.69,81.87,448.43
18.47,62.1,1019.86,82.57,452.51
14.82,42.74,1028.04,69.81,466.34
26.69,59.21,1012.55,57.59,436.33
20.76,57.25,1011.01,90.31,444.85
28.69,58.33,1013.67,34.1,448.54
11.06,36.71,1021.67,80.44,473.85
29.54,72.29,1011,42,443.79
21.47,60.77,1018.06,85.73,444.02
25.11,67.32,1014.49,58.39,441.93
13.87,42.99,1007.45,81.52,471.12
30.69,74.16,1012.71,60.89,435.17
21.36,68.28,1007.6,72.37,445.91
26.91,70.02,1010.75,59.48,445.31
21.34,59.8,1016.92,77.06,450.74
30.29,74.16,1008.77,75.23,431.39
22.84,67.32,1013.77,64.67,438.36
24.97,58.95,1017.19,56.24,440.03
12.27,41.17,1019.41,58.1,475.13
21.19,74.93,1015.75,80.84,443.29
24.79,59.21,1017.9,53.83,446.04
20.12,69.45,1013.23,88.48,442.89
20.56,60.08,1017.79,78.08,452.8
23.21,62.44,1011.78,76.66,442.47
19.93,62.1,1019.94,76.41,450.57
13.51,40.1,1014.29,86.34,470.65
16.34,36.99,1006.99,90.06,466.24
12.02,39.69,1006.05,84.66,470.17
29.36,78.05,1011.12,64.17,434.29
11.77,39.39,1012.9,85.8,478.51
27.96,73.42,1011.11,71.93,435.93
21.57,66.49,1014.76,68.19,455.18
29.55,67.69,1004.88,48.68,428.77
6.84,41.06,1021.04,89.59,489.96
23.04,74.22,1009.52,90.93,440.32
31.03,74.33,1011.55,63.45,429.35
8.57,40.23,1017.53,90.46,484.17
10.8,40.69,1014.3,87.44,478.19
12.59,40.03,1018.76,85.4,471.63
23.42,58.79,1009.74,81.54,441.46
29.68,64.33,1011.2,57.73,441.79
27.39,67.07,1006.17,58.2,441.45
28.51,70.02,1010.58,54.68,441.66
6.08,35.79,1011.08,90.59,483.08
30.37,67.45,1015.35,45.6,431.38
12.33,37.73,1022.46,59.3,470.11
21.98,59.39,1015.25,84.52,446.79
15.01,42.77,1018.21,73.22,462.6
20.16,60.1,1011.24,86.23,453.36
6.69,36.24,1013.35,91.09,483.82
22.5,45.38,1014.11,65.08,458.19
14.51,42.77,1017.47,81.95,463.37
32.14,68.31,1010.48,42.15,436.15
33.68,68.14,1002.75,56.05,427.53
22.68,59.54,1004.32,95.44,437.96
26.55,73.67,1005.74,79.41,433.44
20.9,67.71,1007.16,59.02,446.57
18.86,42.18,1001.16,98.58,457.07
26.1,44.57,1007.47,55.15,446.49
20.51,63.09,1016.39,92.99,445.86
23.93,64.05,1013.09,86.02,440.66
24.91,52.3,1008.72,68.26,441.15
10.38,43.02,1013.37,78.53,474.44
21.09,59.8,1016.94,76.95,451.98
22.07,48.41,1008.71,81.29,444.01
21.87,49.39,1019.99,67.05,451.97
9.41,34.69,1027.02,78.91,480.87
23.36,56.89,1014.23,78.34,440.51
27.52,66.48,1004.99,52.54,429.67
24.85,71.98,1005.97,95.09,433.64
24.33,77.54,1008.5,82.45,435.38
23.04,63.86,1019.83,59.78,446.22
5.72,39.33,1009.96,95.4,490.76
32.06,75.33,1001.96,63.15,432.92
25.09,69.68,1012.18,91.33,439.77
12.08,49.83,1008.21,96.01,467.54
26.91,71.64,1004.59,83.54,438.73
15.61,40.89,1010.48,80.26,467.3
25.02,50.78,1008.79,63.06,444.7
10.6,41.46,1021.23,89.02,481.3
14.26,42.86,1011.33,88.37,471.19
12.99,40.55,1007.52,94.15,472.18
14.02,41.78,1011.26,48.62,465.87
17.49,40.55,1001.73,73.15,462.37
9.88,39.66,1017.81,76.05,480.05
15.07,39.82,1012.78,84.46,471.31
26.63,61.47,1008.18,69,444.16
32.17,73.21,1001.43,69.86,430.64
26.39,71.25,999.8,89.12,430.34
16.82,49.15,1020.68,72.07,462.22
11.02,43.02,1012.32,66.54,478.81
17.51,44.9,1009.05,74.91,455.01
23.91,67.69,1008.28,66.71,439.84
21.09,74.93,1015.11,81.93,443.51
13.34,40.83,1008.09,85.85,471.82
18.59,43.14,1011.92,52.63,464.48
26.09,70.4,1007.41,85.37,432.52
11.09,40.43,1025.47,74.97,490.96
22.1,65.48,1019.3,66.96,447
16.63,43.77,1012.25,75.09,458.66
26.71,70.72,1010.3,78.18,438.72
8.58,38.38,1021.03,84.37,482.26
20.2,50.9,1011.72,77.63,454.09
6.57,42.07,1004.48,74.82,483.86
21.73,69.05,1001.31,86.64,439.01
7.91,38.56,1016.48,68.94,485.95
24.87,60.37,1005.48,76.21,436.41
16.96,52.9,1019.61,81.86,460.2
21.04,47.43,1007.15,64.82,450.27
25.9,48.92,1009.82,35.42,443.8
7.76,42.28,1008.52,83.31,483.8
19.8,49.15,1020.88,61.88,461.78
29.24,60.23,1009.62,59.71,438.24
30.73,69.89,1015,58.9,426.79
19.8,67.71,1005.58,69.65,446.03
26.99,72.99,1008,76.1,430.81
31.12,68.94,1006.05,68.46,431.92
22.3,74.87,1009.69,86.18,442.78
14.22,37.85,1011.24,88.49,471.05
26.44,59.15,1013.35,60.71,439.65
30.3,73.9,1006.72,55.13,440.79
20.13,60.07,1014.79,63.57,453.49
27.04,48.41,1008.57,60.73,441.21
13.92,41.16,1000.98,83.89,454.15
17.51,58.86,1016.78,83.63,453.2
27.99,66.91,1008.47,59.63,439.74
22.78,59.92,1011.28,88.78,440.87
30.88,67.83,1008.97,54.99,425.36
28.61,70.36,1006.95,73.06,440.16
27.33,66.17,1011.06,64.55,443.89
14.04,44.21,1021.93,86.12,468.64
26.16,70.04,1009.63,73.22,432.56
25.74,65.38,1009.6,54.34,452.94
18.8,39.72,1001.24,63.8,459.36
26.17,58.86,1014.52,51.28,443.69
26.39,49.02,1007.62,70.82,438.53
28.18,77.54,1011.99,74.72,430.55
22.07,50.78,1008.6,61.33,449.96
26.79,77.95,1009.9,80.22,437.91
18.22,45.09,1013.62,75.56,454.74
7.38,44.71,1020.27,70.55,486.91
11.36,41.48,1012.8,76.16,465.37
31.44,79.74,1006.95,56.99,431.69
7.68,39.96,1023.73,87.48,477.84
24.56,71.94,1006.81,89.59,437.97
25.66,61.08,1013,71.21,446.05
16.97,42.86,1013.92,74.8,463.62
29.69,47.93,1002.85,44.76,438.09
22.71,75.23,1010.48,76.86,444
12.51,41.14,1027.36,87.86,463.79
17.28,44.06,1018.15,66.93,462.05
26.43,75.33,1004.09,86.48,431.79
27,73.42,1012.2,87.28,432.79
21.11,59.39,1013.87,85.29,446.02
25.61,47.43,1008.62,54.51,442.96
14.62,46.18,1014.75,96.81,462.26
28.4,59.27,1012.03,59.75,441.64
10.17,41.17,1018.58,87.72,478.04
20.56,59.14,1016.02,68.59,448.82
14.84,44.63,1019.28,57.37,466
23.04,48.06,1014.16,54.99,459.36
14.36,40,1016.16,68.79,460.42
21.96,69.94,1011.09,80.27,441.15
23.96,58.33,1013.37,59.97,446.01
14.3,53.82,1016.64,63.9,465.42
25.6,56.9,1006.35,81.58,437.82
6.93,43.13,1018.61,88.31,486.94
30.94,64.44,1014.36,53.76,439.84
15.26,46.18,1013.68,98.58,463.6
15.74,43.71,1024.7,78.38,462.66
9.79,39.69,1002.36,93.86,471.61
24.33,46.93,1013.51,52.63,449.07
22.05,63.31,1012.39,76.95,444.37
13.79,40,1016.02,70.17,461.16
29.28,75.08,1005.21,59,436.15
22.98,69.84,1005.55,84.1,437.49
7.55,43.65,1019.09,61.71,481.61
25.77,68.08,1010.99,73.58,433.46
26.2,63.56,1013.39,67.07,442.4
6.58,40.07,1014.22,55.44,493.72
24.81,63.94,1018.76,44.51,444.26
20.31,45.87,1007.89,73.7,449.54
29.62,70.02,1010.09,43.1,439.35
23.48,64.15,1021.08,57.77,450.89
30.54,69.14,1007.25,70.46,435.46
8.76,40.96,1025.21,90.72,483.79
5.51,41.03,1022.28,84.5,491.84
20.83,70.72,1009.56,89.37,446.48
13.97,45.01,1017.44,89.15,461.96
31.13,67.45,1015.02,41.34,435.14
12.25,40.75,1016.02,82.4,475.07
32.43,68.31,1010.09,42.22,439.75
12.77,36.71,1013.29,86.4,475.59
24.43,58.05,1011.88,71.39,445.68
16.29,44.34,1019.49,59.36,468.8
21.05,58.33,1013.14,66.34,447.66
16.33,42.44,1013.98,84.9,462.44
30.44,68.84,1010.97,55.34,438.31
26.95,70.79,1004.09,75.35,430.07
16.3,38.73,1001.79,73.45,465.7
12.07,40.81,1025.63,68.02,475.96
10.33,40.6,1015,88.62,478.3
12.24,41.62,1013.38,90.26,461.23
16.37,52.9,1015.14,73.11,461.15
14.09,41.66,1009.25,71.4,469.93
5.66,40,1022.08,93.03,475.54
23.07,65.46,1014.07,46.77,446.19
23.6,48.98,1015.41,48.28,448.43
28.33,68.27,1008.09,50.37,432.66
25.3,58.46,1015.91,69.71,439.25
12.54,41.62,1010.86,83.42,461.08
23.94,59.39,1014.32,74.55,438.64
22.3,67.25,1017.33,75.85,453.27
17.69,65.46,1013.72,67.28,448.49
